ship_id,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,event_type_code,propeller_condition_code,hull_fouling_type,hull_coating_condition_code,cavitation_code,DAYS_SINCE_LAST_MAINT,DAYS_TO_NEXT_MAINT,LAST_MAINT_TYPE,LAST_MAINT_TYPE_NAME,IS_MAINT_WINDOW,PROPELLER_STATE,HULL_STATE,MAINT_TYPE_PP,MAINT_TYPE_UWI,MAINT_TYPE_UWI+PP,MAINT_TYPE_UWC,MAINT_TYPE_UWC+PP,MAINT_TYPE_DD,DAYS_UNTIL_NEXT_MAINT,IS_MAINT_PRE_WINDOW,IS_MAINT_POST_WINDOW,MAINT_DISTANCE_RATIO,MAINT_FREQUENCY
S21,39,879,14.1,13.03,44.6,14.28,13.0,13.3,142409.0,85858.0,3.0,0.5,30.0,8.0,7.0,2.0,10.0,7.0,4000.0,12.75,293.0,293.0,-7.407,8.786,8794.0,45.451,191.51,1.379,0.0,0.0,48.99,0.0,0.0,0.0,35.03,0.0,,20.8,24.0,,,,,,745.0,71.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,71.0,0,0,0.9118727050183598,1
S21,39,880,11.3,10.0,33.5,10.73,13.0,13.3,143401.0,85858.0,4.0,0.5,30.0,14.0,10.0,2.0,8.0,10.0,4000.0,12.75,9.0,9.0,-11.651,6.795,4652.0,45.451,255.267,-4.856,0.0,0.0,15.12,0.95,0.0,0.0,0.95,0.0,,0.8,23.0,,,,,,746.0,70.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,70.0,0,0,0.9130966952264382,1
S21,39,881,11.6,11.44,38.2,12.23,13.0,13.3,142401.0,85858.0,4.0,0.5,30.0,16.0,13.0,1.0,8.0,13.0,1000.0,1.75,193.0,193.0,-0.981,6.515,5502.0,45.451,210.266,5.534,1078.0,195.929,33.37,19.32,0.0,0.0,19.32,0.0,,16.7,24.0,,,,,,747.0,69.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,69.0,0,0,0.9143206854345165,1
S21,39,882,11.3,11.75,39.8,12.75,13.0,13.3,142401.0,85858.0,3.0,0.0,31.0,10.0,7.0,0.5,13.0,7.0,60.0,12.75,272.0,272.0,3.272,7.821,6113.0,45.451,197.257,11.093,1134.0,185.506,43.64,28.94,0.0,0.0,28.94,0.0,,24.0,24.0,,,,,,748.0,68.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,68.0,0,0,0.9155446756425949,1
S21,39,883,9.4,9.29,32.0,10.25,13.0,13.3,142401.0,85858.0,3.0,0.2,31.0,10.0,10.0,0.5,4.0,8.0,50.0,12.75,226.0,226.0,-1.219,9.337,3448.0,45.451,230.085,8.118,935.0,271.172,33.94,19.04,0.0,0.0,19.04,0.0,,24.0,24.0,,,,,,749.0,67.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,67.0,0,0,0.9167686658506732,1
S21,39,884,17.4,17.43,61.8,19.79,13.0,13.3,142401.0,85858.0,3.0,0.3,31.0,8.0,10.0,0.0,8.0,8.0,18.0,12.75,84.0,61.0,0.0,11.944,13278.0,45.451,269.619,11.944,0.0,0.0,31.37,0.0,0.0,0.0,12.53,0.0,,3.5,24.0,,,,,,750.0,66.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,66.0,0,0,0.9179926560587516,1
S21,39,885,13.4,13.55,40.4,12.94,12.6,12.6,134252.0,78522.0,4.0,0.3,30.0,14.0,10.0,0.5,4.0,10.0,50.0,12.25,138.0,125.0,0.827,-4.707,5972.0,41.568,193.195,-3.88,725.0,121.4,26.84,10.73,0.0,0.0,10.73,0.0,,9.3,24.0,,,,,,751.0,65.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,65.0,0,0,0.9192166462668299,1
S21,39,886,12.6,12.75,38.9,12.46,12.6,12.6,134252.0,78522.0,4.0,0.5,30.0,13.0,7.0,1.0,14.0,7.0,50.0,12.25,302.0,302.0,1.341,-2.336,5605.0,41.568,203.018,-0.995,691.0,123.283,40.39,27.31,0.0,2.79,24.52,0.0,,24.0,24.0,,,,,,752.0,64.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,64.0,0,0,0.9204406364749081,1
S21,39,887,11.1,11.24,39.0,12.49,12.95,12.95,139148.0,78522.0,5.0,2.0,30.0,17.0,10.0,2.5,10.0,10.0,50.0,12.6,277.0,277.0,1.281,10.015,5914.0,41.568,190.396,11.296,747.0,126.31,40.21,28.15,0.0,28.15,0.0,0.0,,25.0,25.0,,,,,,753.0,63.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,63.0,0,0,0.9216646266829865,1
S21,39,888,10.0,10.37,35.4,11.34,12.95,12.95,139148.0,78522.0,3.0,0.2,30.0,8.0,9.0,0.0,0.0,8.0,13.6,12.6,110.5,27.0,3.263,8.538,4553.0,41.568,291.22,11.801,0.0,0.0,23.86,0.0,0.0,3.58,0.0,0.0,,2.7,24.0,,,,,,754.0,62.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,62.0,0,0,0.9228886168910648,1
S21,39,890,12.1,12.26,39.2,12.56,9.35,10.4,96622.0,36060.0,4.0,1.0,30.0,13.0,10.0,2.0,10.0,10.0,60.0,9.4,166.0,161.0,1.202,2.382,5850.0,19.089,189.062,3.584,789.0,134.872,27.09,14.71,0.0,14.71,0.0,0.0,,13.3,24.0,,,,,,756.0,60.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,60.0,0,0,0.9253365973072215,1
S21,39,891,12.5,12.71,39.0,12.49,9.35,10.4,96622.0,36060.0,5.0,0.5,30.0,17.0,9.0,1.5,6.0,10.0,30.0,9.4,300.0,300.0,1.665,-1.737,5822.0,19.089,191.086,-0.072,761.0,130.711,36.11,26.7,0.0,26.7,0.0,0.0,,24.0,24.0,,,,,,757.0,59.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,59.0,0,0,0.9265605875152999,1
S21,39,892,12.6,12.84,38.5,12.33,9.9,11.7,108547.0,36060.0,3.0,0.5,29.0,10.0,10.0,1.0,10.0,10.0,30.0,10.4,130.0,120.0,1.703,-4.152,5612.0,19.089,196.571,-2.449,0.0,0.0,22.63,1.43,0.0,10.48,0.0,0.0,,9.5,24.0,,,,,,758.0,58.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,58.0,0,0,0.9277845777233782,1
S21,39,899,13.0,12.61,37.7,12.07,5.5,10.3,73056.0,0.0,4.0,0.5,30.0,16.0,9.0,1.0,10.0,9.0,2000.0,7.5,284.0,263.0,-2.857,-4.448,4552.0,0.0,202.152,-7.305,490.0,107.645,30.05,18.68,0.0,0.0,18.68,0.0,,20.3,24.0,,,,,,765.0,51.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,51.0,0,0,0.9363525091799265,1
S21,39,900,13.3,12.87,39.7,12.72,5.5,10.3,73056.0,0.0,4.0,0.5,30.0,13.0,9.0,1.0,10.0,9.0,2000.0,7.5,306.0,306.0,-3.413,-1.219,5206.0,0.0,183.734,-4.632,537.0,103.15,30.24,22.0,0.0,0.0,22.0,0.0,,23.0,23.0,,,,,,766.0,50.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,50.0,0,0,0.9375764993880049,1
S21,39,901,12.7,12.92,40.0,12.81,5.5,10.3,73056.0,0.0,3.0,0.5,30.0,10.0,9.0,1.0,10.0,9.0,2000.0,7.5,305.0,305.0,1.631,-0.827,5345.0,0.0,175.553,0.804,501.0,93.732,30.78,22.52,0.0,0.0,22.52,0.0,,24.0,24.0,,,,,,767.0,49.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,49.0,0,0,0.9388004895960832,1
S21,39,902,13.4,12.88,39.9,12.78,5.5,10.3,73056.0,0.0,3.0,0.5,28.0,10.0,11.0,1.0,14.0,11.0,70.0,7.5,321.0,321.0,-3.913,-0.751,5183.0,0.0,179.754,-4.664,464.0,89.523,30.73,22.36,0.0,0.0,22.36,0.0,,24.0,24.0,,,,,,768.0,48.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,48.0,0,0,0.9400244798041616,1
S21,39,903,10.2,9.42,29.8,9.54,5.5,10.3,73056.0,0.0,3.0,0.5,27.0,10.0,6.0,2.0,4.0,6.0,70.0,7.5,244.0,244.0,-7.859,1.331,2414.0,0.0,224.903,-6.528,178.0,73.737,22.98,13.03,0.0,0.0,11.58,1.45,,24.0,24.0,,,,,,769.0,47.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,47.0,0,0,0.9412484700122399,1
S21,39,904,7.5,7.44,32.4,10.38,5.8,9.5,69767.0,0.0,4.0,0.2,25.0,13.0,7.0,1.0,8.0,7.0,30.0,7.2,161.0,135.0,-0.539,28.264,2965.0,0.0,179.127,27.725,0.0,0.0,21.5,0.0,0.0,0.0,0.0,9.56,,18.0,24.0,,,,,,770.0,46.0,5.0,UWC+PP,0,3.0,,0,0,0,0,1,0,46.0,0,0,0.9424724602203183,1
S21,39,949,17.4,17.26,59.3,18.99,5.15,10.3,70237.0,0.0,6.0,2.0,24.0,22.0,0.0,2.0,0.0,0.0,55.0,7.2,340.0,330.0,-0.553,9.104,20770.0,0.0,212.883,8.551,768.0,36.976,106.03,85.25,58.23,0.0,25.78,0.0,,19.0,24.0,,,,,,815.0,1.0,5.0,UWC+PP,1,3.0,,0,0,0,0,1,0,1.0,0,0,0.9975520195838433,1
S21,39,950,10.0,10.0,37.2,11.91,5.3,9.8,69386.0,0.0,4.0,0.5,27.0,15.0,13.0,0.5,0.0,13.0,10.0,7.1,74.0,50.0,0.0,16.065,6258.0,0.0,242.57,16.065,0.0,0.0,19.87,0.0,0.0,0.0,7.59,0.0,,5.0,24.0,6.0,,,,0.0,0.0,667.0,6.0,DD,1,3.0,,0,0,0,0,0,1,667.0,1,1,0.0,1
S21,39,951,9.3,9.33,32.9,10.54,5.2,10.2,70038.0,0.0,3.0,0.5,28.0,9.0,13.0,0.5,0.0,6.0,44.0,7.2,78.0,70.0,0.0,11.426,3101.0,0.0,229.603,11.426,0.0,0.0,16.67,0.0,0.0,0.0,5.34,0.0,,7.5,24.0,,,,,,1.0,666.0,6.0,DD,1,3.0,,0,0,0,0,0,1,666.0,1,1,0.0014970059880239522,1
S21,39,952,8.0,8.0,30.0,9.61,5.2,10.2,70038.0,0.0,4.0,1.0,29.0,14.0,9.0,1.0,8.0,2.0,46.0,7.2,4.0,4.0,0.0,16.736,3692.0,0.0,216.685,16.736,0.0,0.0,10.89,0.4,0.0,0.0,0.4,0.0,,0.5,24.0,,,,,,2.0,665.0,6.0,DD,1,3.0,,0,0,0,0,0,1,665.0,1,1,0.0029940119760479044,1
S21,39,953,10.0,10.0,35.5,11.37,5.2,10.2,70038.0,0.0,4.0,0.5,29.0,12.0,8.0,0.5,8.0,2.0,41.0,7.2,16.0,16.0,0.0,12.049,3186.0,0.0,221.673,12.049,0.0,0.0,11.66,1.13,0.0,0.0,1.13,0.0,,1.6,24.0,,,,,,3.0,664.0,6.0,DD,1,3.0,,0,0,0,0,0,1,664.0,0,1,0.004491017964071856,1
S21,39,954,6.4,6.36,21.6,6.92,5.2,10.3,70038.0,0.0,3.0,1.5,29.0,10.0,6.0,1.5,10.0,4.0,48.0,7.2,7.0,7.0,0.0,8.008,2275.0,0.0,203.796,8.008,0.0,0.0,10.43,0.51,0.0,0.0,0.51,0.0,,1.1,24.0,,,,,,4.0,663.0,6.0,DD,1,3.0,,0,0,0,0,0,1,663.0,0,1,0.005988023952095809,1
S21,39,955,8.2,8.18,28.9,9.26,5.2,10.3,70038.0,0.0,5.0,1.5,29.0,18.0,2.0,2.0,2.0,6.0,47.0,7.2,45.0,45.0,0.0,11.603,2580.0,0.0,210.712,11.603,626.0,242.636,13.12,2.99,0.0,0.0,2.99,0.0,,5.5,24.0,,,,,,5.0,662.0,6.0,DD,1,3.0,,0,0,0,0,0,1,662.0,0,1,0.0074850299401197605,1
S21,39,956,7.4,7.35,29.1,9.32,5.25,10.2,70162.0,0.0,3.0,0.3,29.0,8.0,1.0,0.3,0.0,6.0,47.0,7.2,25.0,25.0,0.0,21.105,2441.0,0.0,220.498,21.105,0.0,0.0,11.83,1.83,0.0,0.0,1.83,0.0,,3.4,24.0,,,,,,6.0,661.0,6.0,DD,1,3.0,,0,0,0,0,0,1,661.0,0,1,0.008982035928143712,1
S21,39,957,11.3,11.38,37.7,12.07,5.25,10.2,70162.0,0.0,4.0,1.0,28.0,13.0,1.0,1.0,2.0,2.0,105.0,7.2,222.0,222.0,0.423,5.764,4909.0,0.0,195.081,6.187,709.0,144.429,27.38,18.77,0.0,0.0,14.19,4.58,,19.6,23.0,,,,,,7.0,660.0,6.0,DD,1,3.0,,0,0,0,0,0,1,660.0,0,1,0.010479041916167664,1
S21,39,958,7.5,7.55,33.5,10.73,7.8,10.7,89002.0,18794.0,3.0,0.3,28.0,8.0,8.0,0.3,4.0,2.0,10.0,8.8,109.0,83.0,0.0,29.677,3992.0,9.949,204.044,29.677,0.0,0.0,22.86,11.27,0.0,0.0,0.0,8.96,,11.0,24.0,,,,,,8.0,659.0,6.0,DD,0,3.0,,0,0,0,0,0,1,659.0,0,0,0.011976047904191617,1
S21,40,959,12.0,11.91,38.5,12.33,7.8,10.7,89026.0,18794.0,3.0,0.5,28.0,8.0,4.0,0.5,2.0,2.0,52.0,8.8,262.0,251.0,-0.381,3.447,5045.0,9.949,215.678,3.066,722.0,143.112,34.6,22.85,0.0,0.0,22.53,0.32,,21.0,25.0,,,,,,9.0,658.0,6.0,DD,0,3.0,,0,0,0,0,0,1,658.0,0,0,0.01347305389221557,1
S21,40,964,11.3,11.33,37.6,12.04,9.1,11.4,101235.0,39062.0,3.0,0.5,28.0,10.0,0.0,0.5,4.0,12.0,30.0,9.9,104.0,68.0,0.0,5.888,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,6.0,24.0,,,,,,14.0,653.0,6.0,DD,0,3.0,,0,0,0,0,0,1,653.0,0,0,0.020958083832335328,1
S21,40,966,17.2,17.17,57.5,18.42,11.4,13.0,126084.0,63851.0,4.0,0.5,29.0,11.0,4.0,0.5,2.0,14.0,39.0,11.7,225.0,206.0,0.0,6.782,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,12.0,24.0,,,,,,16.0,651.0,6.0,DD,0,3.0,,0,0,0,0,0,1,651.0,0,0,0.023952095808383235,1
S21,40,968,15.7,15.67,55.5,17.78,12.0,14.0,122844.0,68351.0,4.0,0.5,28.0,12.0,8.0,0.5,10.0,8.0,5.0,13.0,234.0,188.0,0.0,11.859,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,12.0,24.0,,,,,,18.0,649.0,6.0,DD,0,3.0,,0,0,0,0,0,1,649.0,0,0,0.02694610778443114,1
S21,40,969,18.4,18.4,62.1,19.89,12.5,14.3,142059.0,83414.0,2.0,0.5,29.0,6.0,8.0,0.5,4.0,8.0,300.0,12.9,271.0,230.0,0.0,7.487,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,12.5,24.0,,,,,,19.0,648.0,6.0,DD,0,3.0,,0,0,0,0,0,1,648.0,0,0,0.02844311377245509,1
S21,40,972,16.9,17.05,59.5,19.06,13.0,14.0,146019.0,83414.0,3.0,0.5,29.0,10.0,8.0,0.5,4.0,8.0,6.0,13.05,374.0,354.0,1.003,10.537,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,21.0,24.0,,,,,,22.0,645.0,6.0,DD,0,3.0,,0,0,0,0,0,1,645.0,0,0,0.03293413173652695,1
S21,40,974,17.7,16.83,59.3,18.99,15.9,15.9,182749.0,116021.0,3.0,0.5,29.0,8.0,6.0,0.5,6.0,6.0,32.0,15.6,324.7,318.0,-4.391,11.368,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,18.0,24.0,,,,,,24.0,643.0,6.0,DD,0,3.0,,0,0,0,0,0,1,643.0,0,0,0.03592814371257485,1
S21,40,975,18.6,17.64,62.9,20.15,15.9,15.9,182756.0,116028.0,7.0,2.5,29.0,29.0,10.0,2.5,10.0,14.0,160.0,15.6,465.0,465.0,-4.766,12.435,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25.0,25.0,,,,,,25.0,642.0,6.0,DD,0,3.0,,0,0,0,0,0,1,642.0,0,0,0.0374251497005988,1
S21,40,976,17.6,17.33,63.8,20.43,15.9,15.9,182756.0,116028.0,6.0,2.5,28.0,26.0,10.0,2.5,10.0,4.0,155.0,15.6,422.0,422.0,-1.224,15.172,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24.0,24.0,,,,,,26.0,641.0,6.0,DD,0,3.0,,0,0,0,0,0,1,641.0,0,0,0.038922155688622756,1
S21,40,977,17.2,17.68,63.7,20.4,15.9,15.9,182756.0,116028.0,6.0,1.5,29.0,26.0,10.0,1.5,12.0,4.0,150.0,15.6,431.0,431.0,2.156,13.338,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25.0,25.0,,,,,,27.0,640.0,6.0,DD,0,3.0,,0,0,0,0,0,1,640.0,0,0,0.040419161676646706,1
S21,40,981,17.6,17.79,63.9,20.47,15.2,15.5,173514.0,116028.0,7.0,2.0,26.0,30.0,10.0,2.0,10.0,3.0,3000.0,14.9,423.0,423.0,0.816,13.061,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24.0,24.0,,,,,,31.0,636.0,6.0,DD,0,3.0,,0,0,0,0,0,1,636.0,0,0,0.04640718562874251,1
S21,40,984,15.3,15.12,53.3,17.07,15.4,15.5,174254.0,116028.0,6.0,1.5,33.0,22.0,14.0,1.2,14.0,6.0,150.0,15.1,382.0,382.0,-0.938,11.424,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25.0,25.0,,,,,,34.0,633.0,6.0,DD,0,3.0,,0,0,0,0,0,1,633.0,0,0,0.05089820359281437,1
S21,40,985,13.7,13.5,49.6,15.89,15.4,15.5,174254.0,116028.0,5.0,0.5,33.0,18.0,15.0,0.5,14.0,8.0,21.0,15.1,203.8,192.0,-1.347,15.014,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,14.0,24.0,,,,,,35.0,632.0,6.0,DD,0,3.0,,0,0,0,0,0,1,632.0,0,0,0.05239520958083832,1
S21,40,986,16.0,15.69,55.3,17.71,14.5,15.0,164868.0,100507.0,7.0,2.0,32.0,32.0,14.0,2.0,14.0,6.0,150.0,14.3,110.7,104.0,-1.739,11.4,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,6.5,24.0,,,,,,36.0,631.0,6.0,DD,0,3.0,,0,0,0,0,0,1,631.0,0,0,0.05389221556886228,1
S21,40,987,15.3,15.38,55.4,17.74,14.8,14.8,164870.0,100510.0,5.0,2.5,30.0,20.0,0.0,2.5,0.0,8.0,70.0,14.4,368.0,368.0,0.237,13.346,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24.0,24.0,,,,,,37.0,630.0,6.0,DD,0,3.0,,0,0,0,0,0,1,630.0,0,0,0.05538922155688623,1
S21,40,988,15.8,16.0,56.7,18.16,14.8,14.8,164870.0,100510.0,2.0,0.3,28.0,6.0,0.0,0.3,0.0,8.0,10.0,14.4,207.7,126.0,1.377,11.889,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,8.0,24.0,,,,,,38.0,629.0,6.0,DD,0,3.0,,0,0,0,0,0,1,629.0,0,0,0.05688622754491018,1
S21,40,989,11.3,11.09,38.5,12.33,14.8,14.8,164870.0,100510.0,3.0,0.3,28.0,10.0,12.0,0.3,12.0,4.0,3.1,14.4,181.4,124.6,-1.914,10.049,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,11.0,24.0,,,,,,39.0,628.0,6.0,DD,0,3.0,,0,0,0,0,0,1,628.0,0,0,0.058383233532934134,1
S21,40,991,19.5,19.23,64.4,20.63,13.1,13.5,145407.0,81228.0,3.0,0.5,27.0,10.0,14.0,0.5,0.0,10.0,2000.0,13.1,262.7,253.0,-1.12,6.759,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,13.0,24.0,,,,,,41.0,626.0,6.0,DD,0,3.0,,0,0,0,0,0,1,626.0,0,0,0.061377245508982034,1
S21,40,992,18.3,17.92,61.8,19.79,13.1,13.4,145407.0,81228.0,6.0,1.5,21.0,22.0,0.0,1.5,0.0,0.0,50.0,13.0,438.0,438.0,-1.682,9.478,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24.0,24.0,,,,,,42.0,625.0,6.0,DD,0,3.0,,0,0,0,0,0,1,625.0,0,0,0.06287425149700598,1
S21,40,993,13.0,13.04,49.0,15.69,13.1,13.4,145407.0,81228.0,3.0,0.3,22.0,9.0,0.0,0.3,0.0,8.0,5.0,13.0,161.9,150.0,0.0,16.887,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,11.5,24.0,,,,,,43.0,624.0,6.0,DD,0,3.0,,0,0,0,0,0,1,624.0,0,0,0.06437125748502993,1
S21,40,995,10.8,10.8,38.6,12.36,12.0,12.1,126108.0,61885.0,2.0,0.1,22.0,4.0,8.0,0.1,8.0,8.0,7.5,11.7,54.9,27.0,0.0,12.635,5917.0,32.761,206.186,12.635,0.0,0.0,17.3,0.0,0.0,0.0,3.05,0.0,,2.5,24.0,,,,,,45.0,622.0,6.0,DD,0,3.0,,0,0,0,0,0,1,622.0,0,0,0.06736526946107785,1
S21,40,997,14.2,14.31,45.0,14.41,12.1,12.2,127405.0,63215.0,6.0,1.0,21.0,26.0,0.0,1.0,0.0,14.0,100.0,11.9,205.0,184.0,1.068,0.722,9500.0,33.465,184.858,1.79,669.0,70.421,35.92,22.83,0.0,0.0,22.83,0.0,,13.0,24.0,,,,,,47.0,620.0,6.0,DD,0,3.0,,0,0,0,0,0,1,620.0,0,0,0.07035928143712575,1
S21,40,998,10.5,10.63,37.0,11.85,12.1,12.2,127405.0,63215.0,2.0,0.2,22.0,6.0,0.0,0.2,0.0,8.0,4.5,11.9,112.3,100.0,0.895,10.278,4980.0,33.465,209.047,11.173,0.0,0.0,22.18,0.0,0.0,0.0,9.89,0.0,,9.5,24.0,,,,,,48.0,619.0,6.0,DD,0,3.0,,0,0,0,0,0,1,619.0,0,0,0.0718562874251497,1
S21,40,999,12.0,12.0,37.0,11.85,12.7,13.0,139914.0,75623.0,4.0,0.5,22.0,16.0,12.0,0.5,12.0,4.0,140.0,12.6,24.0,18.0,0.0,-1.266,5626.0,40.033,165.896,-1.266,516.0,91.717,13.11,1.4,0.0,0.0,1.4,0.0,,1.5,24.0,,,,,,49.0,618.0,6.0,DD,0,3.0,,0,0,0,0,0,1,618.0,0,0,0.07335329341317365,1
S21,40,1000,10.8,11.0,36.9,11.82,12.7,13.0,139914.0,75623.0,2.0,0.5,22.0,6.0,8.0,0.5,0.0,12.0,150.0,12.6,260.0,260.0,1.413,6.922,4848.0,40.033,213.576,8.335,725.0,149.546,38.46,24.85,23.49,0.0,1.36,0.0,,24.0,24.0,,,,,,50.0,617.0,6.0,DD,0,3.0,,0,0,0,0,0,1,617.0,0,0,0.0748502994011976,1
S21,40,1001,11.1,11.29,37.1,11.88,12.1,13.0,134793.0,75623.0,5.0,1.0,28.0,21.0,10.0,1.0,10.0,10.0,1000.0,12.3,266.0,266.0,1.759,4.965,4785.0,40.033,213.514,6.724,695.0,145.246,38.95,24.52,16.47,0.0,8.05,0.0,,24.0,24.0,,,,,,51.0,616.0,6.0,DD,0,3.0,,0,0,0,0,0,1,616.0,0,0,0.07634730538922156,1
S21,40,1002,11.4,11.52,37.7,12.07,12.1,13.0,134793.0,75623.0,3.0,0.2,28.0,7.0,7.0,0.2,8.0,0.0,6.0,12.3,87.2,73.0,0.911,4.622,4847.0,40.033,213.083,5.533,0.0,0.0,22.03,0.0,0.0,0.0,6.61,0.0,,6.4,24.0,,,,,,52.0,615.0,6.0,DD,0,3.0,,0,0,0,0,0,1,615.0,0,0,0.07784431137724551,1
S21,40,1004,11.4,11.02,39.9,12.78,13.3,13.7,146893.0,87776.0,5.0,1.0,28.0,19.0,12.0,1.0,12.0,4.0,1300.0,13.2,256.0,246.0,-3.279,13.741,7153.0,46.467,187.919,10.462,1049.0,146.652,47.34,28.9,21.05,0.0,7.85,0.0,,21.5,24.0,,,,,,54.0,613.0,6.0,DD,0,3.0,,0,0,0,0,0,1,613.0,0,0,0.08083832335329341,1
S21,40,1005,10.8,10.78,39.5,12.65,13.3,13.7,146893.0,87776.0,2.0,0.2,28.0,5.0,12.0,0.2,8.0,0.0,30.0,13.2,132.8,86.7,-0.498,14.829,6823.0,46.467,198.593,14.331,555.0,81.343,33.48,3.76,0.0,0.0,10.84,0.0,,8.0,24.0,,,,,,55.0,612.0,6.0,DD,0,3.0,,0,0,0,0,0,1,612.0,0,0,0.08233532934131736,1
