ship_id,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,event_type_code,propeller_condition_code,hull_fouling_type,hull_coating_condition_code,cavitation_code,DAYS_SINCE_LAST_MAINT,DAYS_TO_NEXT_MAINT,LAST_MAINT_TYPE,LAST_MAINT_TYPE_NAME,IS_MAINT_WINDOW,PROPELLER_STATE,HULL_STATE,MAINT_TYPE_PP,MAINT_TYPE_UWI,MAINT_TYPE_UWI+PP,MAINT_TYPE_UWC,MAINT_TYPE_UWC+PP,MAINT_TYPE_DD
S1,39,1003,15.8,15.1,57.2,18.32,14.5,15.2,167116.0,109890.0,5.0,0.5,30.0,18.0,10.0,1.5,10.0,8.0,1000.0,14.5,386.0,386.0,-3.565,17.561,13619.0,58.173,179.521,13.996,0.0,0.0,75.17,59.9,59.9,0.0,0.0,0.0,,24.5,24.5,,,,,,22.0,557.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1004,12.4,12.23,39.2,12.56,14.9,15.2,169286.0,112082.0,6.0,0.5,30.0,22.0,10.0,2.0,10.0,10.0,1000.0,14.65,99.2,80.7,-1.466,2.581,18594.0,59.334,86.38,1.115,0.0,0.0,29.81,6.22,10.44,0.0,0.0,0.0,,6.5,24.0,,,,,,23.0,556.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1005,16.7,16.82,56.4,18.06,14.9,15.2,169286.0,112082.0,4.0,0.2,29.0,14.0,1.0,1.0,6.0,2.0,2000.0,14.65,408.0,408.0,0.902,6.904,17541.0,59.334,176.845,7.806,0.0,0.0,89.94,76.0,76.0,0.0,0.0,0.0,,24.5,24.5,,,,,,24.0,555.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1006,17.5,17.63,58.5,18.74,14.9,15.2,169286.0,112082.0,2.0,0.0,30.0,6.0,10.0,0.5,10.0,10.0,1000.0,14.65,419.0,419.0,0.891,5.93,18438.0,59.334,185.283,6.821,0.0,0.0,96.73,81.99,81.99,0.0,0.0,0.0,,24.0,24.0,,,,,,25.0,554.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1007,17.2,17.32,58.5,18.74,14.9,15.2,169286.0,112082.0,4.0,0.1,29.0,16.0,10.0,1.0,10.0,10.0,2000.0,14.65,430.0,430.0,0.64,7.558,17966.0,59.334,189.157,8.198,0.0,0.0,99.98,84.96,84.96,0.0,0.0,0.0,,25.0,25.0,,,,,,26.0,553.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1008,16.3,17.13,59.0,18.9,14.9,15.2,169286.0,112082.0,4.0,0.5,29.0,14.0,7.0,1.0,8.0,8.0,500.0,14.65,391.0,391.0,4.409,9.372,19212.0,59.334,176.582,13.781,0.0,0.0,95.79,81.42,81.42,0.0,0.0,0.0,,24.0,24.0,,,,,,27.0,552.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1010,17.0,17.52,58.9,18.86,14.9,15.2,169286.0,112082.0,2.0,0.1,32.0,6.0,6.0,0.5,6.0,6.0,800.0,14.65,426.0,426.0,2.544,7.125,18423.0,59.334,178.277,9.669,0.0,0.0,97.64,82.11,82.11,0.0,0.0,0.0,,25.0,25.0,,,,,,29.0,550.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1011,17.5,17.5,59.0,18.9,14.8,15.2,168988.0,112082.0,4.0,0.1,34.0,12.0,10.0,0.5,10.0,10.0,200.0,14.6,421.0,421.0,-0.222,7.388,18397.0,59.334,180.238,7.166,0.0,0.0,94.99,79.58,79.58,0.0,0.0,0.0,,24.0,24.0,,,,,,30.0,549.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1012,17.3,17.25,59.0,18.9,14.8,15.2,168988.0,112082.0,5.0,0.5,31.0,18.0,14.0,0.5,14.0,14.0,200.0,14.6,415.0,415.0,-0.222,8.711,18815.0,59.334,179.157,8.489,0.0,0.0,96.42,80.9,80.9,0.0,0.0,0.0,,24.0,24.0,,,,,,31.0,548.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1013,15.8,16.04,59.6,19.09,14.7,15.2,168158.0,112082.0,6.0,0.5,27.0,22.0,14.0,0.5,14.0,14.0,50.0,14.6,379.0,379.0,1.309,15.958,16958.0,59.334,173.222,17.267,0.0,0.0,84.88,70.5,30.24,0.0,40.26,0.0,,24.0,24.0,,,,,,32.0,547.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1014,13.0,13.38,47.8,15.31,14.7,15.2,168158.0,112082.0,1.0,0.1,24.0,3.0,14.0,0.0,14.0,14.0,23.0,14.6,146.0,104.0,2.45,12.633,2993.0,59.334,646.509,15.083,0.0,0.0,32.43,2.34,0.0,0.0,15.48,0.0,,8.0,24.0,,,,,,33.0,546.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1015,13.4,13.52,44.4,14.22,14.7,15.2,168158.0,112082.0,2.0,0.1,26.0,6.0,13.0,0.5,13.0,13.0,500.0,14.6,291.0,221.0,0.851,4.958,8948.0,59.334,176.034,5.809,0.0,0.0,43.89,25.99,17.1,0.0,8.89,0.0,,16.5,24.0,,,,,,34.0,545.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1016,13.7,13.92,47.0,15.05,14.7,15.2,168158.0,112082.0,2.0,0.1,26.0,4.0,14.0,0.5,14.0,14.0,2000.0,14.6,329.0,329.0,1.388,7.547,9615.0,59.334,183.567,8.935,0.0,0.0,56.27,42.36,42.36,0.0,0.0,0.0,,24.0,24.0,,,,,,35.0,544.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1017,13.5,13.8,46.6,14.93,14.7,15.2,168158.0,112082.0,5.0,0.5,25.0,20.0,12.0,0.5,12.0,12.0,150.0,14.6,338.0,338.0,1.876,7.538,9705.0,59.334,187.161,9.414,0.0,0.0,60.28,45.41,45.41,0.0,0.0,0.0,,25.0,25.0,,,,,,36.0,543.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1018,12.8,13.33,45.8,14.67,14.7,15.2,168158.0,112082.0,4.0,0.1,25.0,12.0,8.0,0.5,12.0,12.0,200.0,14.6,306.0,306.0,3.975,9.101,9277.0,59.334,183.833,13.076,0.0,0.0,54.65,40.93,40.93,0.0,0.0,0.0,,24.0,24.0,,,,,,37.0,542.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1019,11.5,11.83,39.2,12.56,14.7,15.2,168158.0,112082.0,3.0,0.1,25.0,7.0,5.0,0.5,0.0,5.0,2000.0,14.6,277.0,277.0,2.317,5.751,5603.0,59.334,192.754,8.068,0.0,0.0,40.16,25.92,25.92,0.0,0.0,0.0,,24.0,24.0,,,,,,38.0,541.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1020,11.0,11.25,38.5,12.33,14.7,15.2,168158.0,112082.0,6.0,1.0,24.0,24.0,10.0,1.5,12.0,10.0,500.0,14.6,265.0,265.0,1.687,8.759,5505.0,59.334,191.72,10.446,0.0,0.0,39.91,25.33,25.33,0.0,0.0,0.0,,24.0,24.0,,,,,,39.0,540.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1021,5.9,6.53,13.7,4.39,14.7,15.2,168158.0,112082.0,2.0,0.5,25.0,6.0,12.0,1.5,11.0,12.0,500.0,14.6,73.0,73.0,14.7,-48.861,2378.0,59.334,365.921,-34.161,0.0,0.0,25.85,10.79,10.79,0.0,0.0,0.0,,12.4,24.0,,,,,,40.0,539.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1022,11.4,13.38,31.0,9.93,14.7,15.2,168158.0,112082.0,6.0,1.0,23.0,22.0,13.0,2.5,14.0,13.0,400.0,14.6,183.0,183.0,19.51,-34.72,7177.0,59.334,289.728,-15.21,0.0,0.0,47.96,33.27,33.27,0.0,0.0,0.0,,16.0,24.0,,,,,,41.0,538.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1023,13.3,13.83,51.0,16.33,14.75,15.2,168434.0,112082.0,3.0,0.5,21.0,10.0,10.0,4.5,14.0,10.0,1000.0,14.6,319.0,319.0,3.312,15.312,14606.0,59.334,189.391,18.624,0.0,0.0,79.85,66.39,66.39,0.0,0.0,0.0,,24.0,24.0,,,,,,42.0,537.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1024,17.5,17.83,62.7,20.08,14.75,15.2,168434.0,112082.0,5.0,1.0,18.0,17.0,8.0,4.0,15.0,8.0,2000.0,14.6,420.0,420.0,1.658,11.195,24105.0,59.334,174.704,12.853,0.0,0.0,113.24,101.07,101.07,0.0,0.0,0.0,,24.0,24.0,,,,,,43.0,536.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1025,17.3,17.96,59.8,19.15,14.75,15.2,168434.0,112082.0,6.0,1.0,18.0,24.0,4.0,1.5,4.0,4.0,80.0,14.6,414.0,414.0,3.697,6.234,20514.0,59.334,175.896,9.931,0.0,0.0,98.3,86.6,86.6,0.0,0.0,0.0,,24.0,24.0,,,,,,44.0,535.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1026,15.7,15.55,45.6,14.6,15.1,15.4,168434.0,112082.0,3.0,0.1,16.0,10.0,10.0,0.1,10.0,10.0,18.0,14.9,238.0,215.0,-1.0,-6.457,13231.0,59.334,243.18,-7.457,0.0,0.0,63.29,47.97,26.34,0.0,17.74,0.0,,13.7,24.0,,,,,,45.0,534.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1028,10.9,10.93,34.7,11.11,13.1,13.3,140126.0,81392.0,5.0,0.5,15.0,18.0,4.0,0.5,4.0,4.0,32.0,12.9,227.5,210.0,0.468,1.62,5438.0,43.087,215.524,2.088,0.0,0.0,34.6,0.0,0.0,0.0,1.98,20.64,,19.3,24.0,,,,,,47.0,532.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1034,10.7,10.17,37.2,11.91,12.7,13.3,136360.0,77743.0,6.0,1.0,15.0,25.0,9.0,2.0,9.0,9.0,25.0,12.6,268.0,187.0,-4.323,14.63,5807.0,41.155,182.342,10.307,0.0,0.0,45.38,18.53,0.0,0.0,0.0,18.53,,17.5,24.0,,,,,,53.0,526.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1035,8.1,8.93,37.8,12.11,12.7,13.3,136360.0,77743.0,10.0,1.5,15.0,50.0,8.0,3.0,8.0,8.0,20.0,12.6,66.0,61.0,6.608,26.21,6814.0,41.155,182.37,32.818,0.0,0.0,22.88,0.74,0.0,0.0,0.0,9.32,,7.5,24.0,,,,,,54.0,525.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1039,10.0,9.95,31.3,10.02,14.15,14.9,158863.0,99975.0,4.0,0.5,15.0,13.0,10.0,0.5,10.0,10.0,24.0,14.2,132.0,58.0,-0.519,0.758,8020.0,52.925,131.783,0.239,0.0,0.0,30.98,18.91,0.0,0.0,0.0,6.13,,5.8,25.0,,,,,,58.0,521.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1042,10.0,10.16,35.5,11.37,15.0,15.2,170312.0,111668.0,6.0,5.0,13.0,25.0,11.0,1.5,11.0,11.0,40.0,14.85,180.0,122.0,1.442,10.607,5504.0,59.115,173.346,12.049,0.0,0.0,33.01,11.64,0.0,0.0,0.0,11.64,,12.2,24.0,,,,,,61.0,518.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1043,8.4,8.79,26.0,8.33,15.2,14.95,170235.0,111668.0,7.0,1.0,16.0,30.0,12.0,3.0,12.0,12.0,60.0,147.75,135.0,118.0,4.287,-5.512,4676.0,59.115,306.122,-1.225,0.0,0.0,34.62,20.04,19.5,0.0,0.0,0.54,,14.0,24.0,,,,,,62.0,517.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1044,13.8,14.29,44.1,14.12,15.2,14.95,170312.0,111668.0,6.0,0.5,15.0,25.0,8.0,3.0,12.0,12.0,1000.0,14.75,298.0,290.0,3.37,-1.147,13460.0,59.115,199.745,2.223,0.0,0.0,69.8,56.46,56.46,0.0,0.0,0.0,,21.0,24.0,,,,,,63.0,516.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1045,14.3,14.67,51.9,16.62,15.2,14.95,170312.0,111668.0,4.0,0.5,18.0,15.0,10.0,1.5,10.0,10.0,2000.0,14.75,344.0,344.0,2.009,11.762,16403.0,59.115,168.389,13.771,0.0,0.0,79.14,66.29,66.29,0.0,0.0,0.0,,24.0,24.0,,,,,,64.0,515.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1046,15.3,15.41,52.4,16.78,15.2,14.95,170235.0,111668.0,4.0,0.1,21.0,15.0,1.0,1.0,12.0,1.0,500.0,14.75,352.0,352.0,0.649,8.158,14648.0,59.115,168.564,8.807,0.0,0.0,70.64,56.79,56.79,0.0,0.0,0.0,,23.0,23.0,,,,,,65.0,514.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1047,17.5,17.17,55.9,17.9,15.15,14.95,169970.0,111668.0,4.0,0.1,18.0,15.0,11.0,0.1,11.0,11.0,500.0,14.7,420.0,420.0,-1.86,4.111,17726.0,59.115,169.337,2.251,0.0,0.0,85.1,72.04,72.04,0.0,0.0,0.0,,24.0,24.0,,,,,,66.0,513.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1048,17.4,17.08,55.8,17.87,15.15,14.95,169970.0,111668.0,5.0,0.1,22.0,20.0,13.0,0.5,12.0,13.0,400.0,14.7,417.0,417.0,-1.634,4.409,17158.0,59.115,170.11,2.775,0.0,0.0,82.38,70.05,70.05,0.0,0.0,0.0,,24.0,24.0,,,,,,67.0,512.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1049,17.0,16.78,54.2,17.36,15.15,14.95,169970.0,111668.0,5.0,0.1,23.0,20.0,15.0,1.0,14.0,15.0,2000.0,14.7,391.0,391.0,-1.25,3.318,15809.0,59.115,168.259,2.068,0.0,0.0,75.08,61.18,61.18,0.0,0.0,0.0,,23.0,23.0,,,,,,68.0,511.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1050,15.2,15.71,52.6,16.85,15.15,14.95,169970.0,111668.0,4.0,0.1,23.0,16.0,12.0,0.5,12.0,12.0,1500.0,14.7,365.0,365.0,2.968,6.755,13886.0,59.115,166.655,9.723,0.0,0.0,70.77,55.54,55.54,0.0,0.0,0.0,,24.0,24.0,,,,,,69.0,510.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1051,15.4,15.67,50.6,16.21,15.0,15.15,170661.0,111668.0,5.0,0.2,25.0,21.0,11.0,0.5,11.0,11.0,500.0,14.75,370.0,370.0,1.543,3.326,13240.0,59.115,167.17,4.869,0.0,0.0,70.08,53.12,41.89,0.0,11.23,0.0,,24.0,24.0,,,,,,70.0,509.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1052,14.1,13.93,33.5,10.73,15.0,15.15,170661.0,111668.0,5.0,0.1,25.0,20.0,2.0,0.1,2.0,2.0,24.0,14.75,135.0,86.0,-1.529,-29.872,5281.0,59.115,365.368,-31.401,0.0,0.0,35.66,4.06,0.0,0.0,11.77,0.0,,6.1,24.0,,,,,,71.0,508.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1053,14.7,15.22,48.2,15.44,15.0,15.15,170661.0,111668.0,5.0,0.5,25.0,19.0,14.0,1.5,14.0,14.0,250.0,14.75,315.0,240.0,3.181,1.438,10767.0,59.115,232.248,4.619,0.0,0.0,55.37,30.94,3.51,0.0,37.25,0.0,,16.3,24.0,,,,,,72.0,507.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1054,11.0,11.48,44.1,14.12,15.0,15.15,170661.0,111668.0,5.0,0.2,31.0,20.0,14.0,0.5,14.0,14.0,1000.0,14.75,253.0,253.0,3.384,18.734,7643.0,59.115,182.378,22.118,0.0,0.0,47.49,32.06,25.62,0.0,6.44,0.0,,23.0,23.0,,,,,,73.0,506.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1055,11.2,11.73,36.3,11.63,15.0,15.15,170661.0,111668.0,3.0,0.1,30.0,9.0,10.0,0.2,10.0,10.0,16.5,14.75,101.0,84.0,4.584,-0.92,5283.0,59.115,190.801,3.664,0.0,0.0,26.45,2.4,0.0,0.0,7.56,0.0,,7.5,24.0,,,,,,74.0,505.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1057,17.4,17.78,58.3,18.67,12.15,13.2,135368.0,76277.0,3.0,0.1,31.0,10.0,8.0,0.5,6.0,8.0,250.0,12.25,98.0,94.0,1.987,4.788,20930.0,40.379,160.234,6.775,0.0,0.0,30.3,18.11,7.11,0.0,11.0,0.0,,5.4,24.0,,,,,,76.0,503.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1058,18.6,19.08,64.5,20.66,13.0,12.9,138829.0,76277.0,6.0,0.2,31.0,24.0,6.0,1.0,6.0,6.0,150.0,12.55,446.0,446.0,2.42,7.62,27254.0,40.379,165.266,10.04,0.0,0.0,121.05,108.1,108.1,0.0,0.0,0.0,,24.0,24.0,,,,,,77.0,502.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1058,16.0,16.26,53.9,17.26,13.0,12.9,138829.0,76277.0,5.0,0.1,29.0,20.0,1.0,0.5,4.0,1.0,1000.0,12.55,368.0,368.0,1.512,5.804,18158.0,40.379,165.743,7.316,0.0,0.0,80.57,69.22,69.22,0.0,0.0,0.0,,23.0,23.0,,,,,,77.0,502.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1059,14.3,14.58,49.6,15.89,13.0,12.9,138829.0,76277.0,6.0,0.5,29.0,22.0,1.0,1.0,3.0,1.0,1500.0,12.55,343.0,343.0,1.832,8.196,13190.0,40.379,164.329,10.028,0.0,0.0,64.4,52.02,52.02,0.0,0.0,0.0,,24.0,24.0,,,,,,78.0,501.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1060,13.9,14.13,49.5,15.85,13.0,12.9,138829.0,76277.0,6.0,0.5,29.0,25.0,1.0,2.0,1.0,1.0,2000.0,12.55,320.0,320.0,1.368,10.869,13422.0,40.379,164.558,12.237,0.0,0.0,62.92,50.8,50.8,0.0,0.0,0.0,,23.0,23.0,,,,,,79.0,500.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1061,13.8,14.13,49.3,15.79,13.0,12.9,138829.0,76277.0,4.0,0.2,29.0,15.0,3.0,1.5,2.0,2.0,2000.0,12.55,330.0,330.0,2.375,10.539,13207.0,40.379,166.515,12.914,0.0,0.0,65.7,52.78,52.78,0.0,0.0,0.0,,24.0,24.0,,,,,,80.0,499.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1062,13.8,13.96,47.3,15.15,13.0,12.9,138829.0,76277.0,3.0,0.1,30.0,8.0,3.0,1.5,2.0,3.0,2000.0,12.55,317.0,317.0,1.148,7.869,11597.0,40.379,167.81,9.017,0.0,0.0,57.3,44.76,44.76,0.0,0.0,0.0,,23.0,23.0,,,,,,81.0,498.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1063,14.2,13.88,47.4,15.18,13.0,12.9,138829.0,76277.0,3.0,0.1,31.0,10.0,13.0,1.0,14.0,13.0,1500.0,12.55,341.0,341.0,-2.194,8.603,11313.0,40.379,165.665,6.409,0.0,0.0,57.98,44.98,44.98,0.0,0.0,0.0,,24.0,24.0,,,,,,82.0,497.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1064,13.3,14.42,47.4,15.18,12.95,12.9,138096.0,76277.0,5.0,0.2,30.0,20.0,14.0,1.0,0.0,14.0,2500.0,12.5,319.0,319.0,7.41,5.033,11231.0,40.379,165.353,12.443,0.0,0.0,57.47,44.57,44.57,0.0,0.0,0.0,,24.0,24.0,,,,,,83.0,496.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1065,14.6,14.61,47.3,15.15,12.95,12.9,138096.0,76277.0,5.0,0.5,29.0,20.0,10.0,1.0,10.0,10.0,2000.0,12.5,335.0,335.0,0.29,3.565,11402.0,40.379,165.532,3.855,0.0,0.0,56.56,43.41,43.41,0.0,0.0,0.0,,23.0,23.0,,,,,,84.0,495.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1066,13.7,13.79,47.0,15.05,12.95,12.9,138096.0,76277.0,3.0,0.1,29.0,10.0,2.0,0.5,2.0,2.0,1500.0,12.5,328.0,328.0,0.83,8.377,10615.0,40.379,168.001,9.207,0.0,0.0,55.7,42.8,42.8,0.0,0.0,0.0,,24.0,24.0,,,,,,85.0,494.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1067,11.4,12.0,41.0,13.13,12.95,12.9,138096.0,76277.0,4.0,0.1,29.0,12.0,5.0,0.1,2.0,2.0,1500.0,12.5,159.0,159.0,4.897,8.613,7876.0,40.379,179.569,13.51,0.0,0.0,34.72,19.8,19.8,0.0,0.0,0.0,,14.0,23.0,,,,,,86.0,493.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1068,11.3,11.18,37.9,12.14,12.95,12.9,138096.0,76277.0,3.0,0.1,28.0,8.0,6.0,0.5,6.0,6.0,1000.0,12.5,96.0,96.0,-0.973,7.926,5813.0,40.379,178.1,6.953,0.0,0.0,23.27,8.8,8.8,0.0,0.0,0.0,,8.5,24.0,,,,,,87.0,492.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1069,10.6,11.16,37.7,12.07,12.85,13.0,137842.0,76277.0,3.0,0.1,29.0,7.0,12.0,0.5,10.0,12.0,1000.0,12.5,155.0,155.0,4.539,7.537,5633.0,40.379,190.536,12.076,0.0,0.0,32.47,15.67,15.67,0.0,0.0,0.0,,14.6,24.0,,,,,,88.0,491.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1070,10.9,11.58,38.5,12.33,12.85,13.0,137842.0,76277.0,2.0,0.1,29.0,6.0,13.0,0.5,0.0,0.0,50.0,12.5,262.0,262.0,5.402,6.058,5710.0,40.379,187.682,11.46,0.0,0.0,40.07,25.72,23.12,0.0,2.6,0.0,,24.0,24.0,,,,,,89.0,490.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1071,10.9,11.58,38.0,12.17,12.85,13.0,137842.0,76277.0,4.0,0.1,30.0,16.0,2.0,0.5,2.0,2.0,40.0,12.5,261.0,261.0,5.818,4.823,5544.0,40.379,165.945,10.641,0.0,0.0,33.13,22.08,0.0,0.0,22.08,0.0,,24.0,24.0,,,,,,90.0,489.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1072,9.6,10.67,32.9,10.54,12.85,13.0,137842.0,76277.0,2.0,0.1,30.0,4.0,0.0,0.1,0.0,0.0,16.5,12.5,108.0,72.0,10.126,-1.234,4237.0,40.379,258.674,8.892,0.0,0.0,19.71,2.0,0.0,0.0,8.22,0.0,,7.5,24.0,,,,,,91.0,488.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1073,14.9,15.86,53.1,17.01,12.1,12.15,126981.0,62915.0,4.0,0.1,30.0,16.0,0.0,0.5,0.0,0.0,50.0,11.8,158.5,148.0,5.351,6.745,14948.0,33.306,169.071,12.096,0.0,0.0,38.54,25.02,17.26,0.0,7.76,0.0,,9.9,24.0,,,,,,92.0,487.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1074,15.8,16.36,53.7,17.2,12.1,12.15,126981.0,62915.0,4.0,0.2,29.0,15.0,5.0,0.5,6.0,6.0,55.0,11.8,394.0,394.0,3.489,4.878,16384.0,33.306,179.932,8.367,0.0,0.0,85.73,73.7,73.7,0.0,0.0,0.0,,25.0,25.0,,,,,,93.0,486.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1075,11.5,11.99,38.7,12.39,12.85,12.85,137498.0,62922.0,2.0,0.1,30.0,6.0,2.0,0.1,2.0,1.0,38.0,12.5,196.0,191.0,3.889,3.276,5839.0,33.31,174.564,7.165,0.0,0.0,32.92,0.0,6.68,0.0,10.24,0.0,,16.6,24.0,,,,,,94.0,485.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1081,13.8,14.19,45.4,14.54,8.8,11.1,98172.0,23612.0,4.0,0.5,30.0,15.0,2.0,1.0,2.0,2.0,60.0,9.55,253.0,247.0,2.689,2.407,8805.0,12.5,187.235,5.096,0.0,0.0,42.09,29.51,23.6,0.0,5.91,0.0,,17.9,24.0,,,,,,100.0,479.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1082,13.5,13.48,44.4,14.22,8.8,11.1,98172.0,23612.0,4.0,0.5,30.0,16.0,1.0,2.0,1.0,1.0,65.0,9.55,311.0,311.0,-0.309,5.218,7973.0,12.5,188.68,4.909,0.0,0.0,45.76,34.6,34.6,0.0,0.0,0.0,,23.0,23.0,,,,,,101.0,478.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,39,1083,12.1,11.81,38.4,12.3,8.8,11.1,98172.0,23612.0,3.0,0.1,30.0,8.0,0.0,0.5,2.0,0.0,50.0,9.55,227.0,227.0,-2.155,3.976,5863.0,12.5,162.487,1.821,0.0,0.0,29.28,0.0,3.61,0.0,14.3,0.0,,18.8,24.0,,,,,,102.0,477.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,40,1084,16.9,17.69,46.4,14.86,10.5,11.75,113747.0,38218.0,6.0,1.0,30.0,26.0,0.0,2.0,0.0,0.0,45.0,10.75,47.0,22.0,5.175,-19.05,15157.0,20.232,233.454,-13.875,0.0,0.0,20.93,4.6,0.0,0.0,4.6,0.0,,1.3,24.0,,,,,,103.0,476.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,40,1085,16.6,17.32,62.7,20.08,10.15,11.4,108544.0,38218.0,7.0,1.0,29.0,30.0,1.0,3.5,1.0,1.0,60.0,10.35,414.0,414.0,3.785,13.749,29034.0,20.232,169.119,17.534,0.0,0.0,133.295,122.755,111.13,0.0,11.625,0.0,,25.0,25.0,,,,,,104.0,475.0,6.0,DD,0,3.0,,0,0,0,0,0,1
S1,40,1086,18.5,18.77,63.4,20.31,10.15,11.4,108544.0,38218.0,3.0,0.1,29.0,10.0,0.0,0.1,0.0,0.0,13.6,10.35,372.0,361.0,1.26,7.565,28263.0,20.232,163.138,8.825,0.0,0.0,103.05,1.42,44.71,0.0,45.2,0.0,,19.5,24.0,,,,,,105.0,474.0,6.0,DD,0,3.0,,0,0,0,0,0,1
