De-identification Name,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,SPEED_LOSS
S23,27,736,13.1,13.44,43.3,13.41,10.6,11.5,114627,51683,4,1,30,12,9,1.5,8,9,3500,10.65,301,301,2.596,-0.224,7869,26.391,185.649,2.372,1045,132.8,44.8,33.6,33.6,0,0,0,,23,23,30.83
S23,27,737,12.9,13.58,43.7,13.53,10.6,11.5,114627,51683,4,1,30,12,10,1,10,10,3500,10.65,310,310,4.923,-0.399,8153,26.391,191.647,4.524,1084,132.957,49.6,37.5,37.5,0,0,0,,24,24,30.03
S23,27,738,12.8,13.33,43.9,13.59,10.6,11.5,114627,51683,4,1,30,12,0,1,8,0,2000,10.65,306,306,4.29,1.898,8387,26.391,192.759,6.188,1116,133.063,51.2,38.8,38.8,0,0,0,,24,24,31.32
S23,27,739,12.7,13.3,44.4,13.75,10.6,11.5,114627,51683,4,0.5,29,12,0,1,8,0,2000,10.65,291,291,4.744,3.215,8811,26.391,189.98,7.959,1159,131.54,50.1,38.5,38.5,0,0,0,,23,23,31.19
S23,27,740,11.3,12.5,42.4,13.13,12.7,12.7,136730,51683,2,0.2,30,5,0,0,0,0,75,12.3,270,270,9.523,4.776,7593,26.391,191.514,14.299,1045,137.627,49.1,34.9,34.9,0,0,0,,24,24,39.91
S23,27,741,12.7,12.92,43.6,13.5,12.7,12.7,138133,51683,2,0.2,28,5,12,0,12,12,60,12.4,304,304,1.852,4.304,8608,26.391,191.876,6.156,1174,136.385,54.13,39.64,33.18,0,6.46,0,,24,24,37.45
S23,27,742,13.1,13.73,45.4,14.06,12.7,12.7,138133,51683,2,0.2,30,5,0,0.1,0,0,5.5,12.4,113,88,4.248,2.305,9825,26.391,191.409,6.553,,0,28.75,1.33,0,0,12.6,0,,6.7,24,
S23,27,743,10.7,11.93,39.3,12.17,9.4,11.4,,15456,3,0.3,,10,14,0,14,14,65,,127,117,9.805,1.973,6503,7.892,182.245,11.778,,0,25.808,,5.948,0,6.97,0,,10.9,24,
S23,27,744,11.1,11.54,37.2,11.52,9.4,11.4,105417,15456,3,0.5,28,10,14,0,14,14,65,10,267,267,3.621,-0.217,5937,7.892,179.664,3.404,920,154.96,36.9,25.6,25.6,0,0,0,,24,24,40.93
S23,27,745,9.5,10.38,37.2,11.52,7.8,11,92764,15456,7,2,26,33,1,2,1,1,80,9,229,229,7.233,9.916,6345,7.892,180.588,17.149,959,151.143,39.4,27.5,27.5,0,0,0,,24,24,
S23,27,746,5.9,8.29,36,11.15,7.7,11,92764,15456,8,4,27,34,15,4,15,15,155,9,141,141,21.687,25.599,6194,7.892,182.3,47.286,988,159.509,38.7,27.1,27.1,0,0,0,,24,24,
S23,27,747,6.4,7.88,35.5,10.99,7.3,10.3,105417,15462,7,3.5,27,30,15,3.5,0,15,1500,8.4,153,153,13.649,28.344,6155,7.895,182.101,41.993,1036,168.318,39.4,26.9,26.9,0,0,0,,24,24,
S23,27,748,8.4,8.96,35.9,11.11,7.3,10.3,85884,15462,7,3,26,28,0,3,1,0,1000,8.4,201,201,5.246,19.399,5878,7.895,180.759,24.645,924,157.196,36.9,25.5,25.5,0,0,0,,24,24,
S23,27,749,8.5,9.33,36.2,11.21,7.3,10.3,85884,15462,6,3,25,26,1,3,2,1,300,8.4,204,204,7.433,16.722,5853,7.895,180.819,24.155,912,155.818,37,25.4,25.4,0,0,0,,24,24,
S23,27,750,8.9,9.42,35.7,11.05,7.3,10.3,85884,15462,5,1,22,18,2,2,2,2,55,8.4,213,213,4.904,14.794,5585,7.895,181.513,19.698,859,153.805,35.98,24.33,24.33,0,0,0,,24,24,
S23,27,751,10.7,10.45,35.7,11.05,7.3,10.3,85884,15462,4,0.5,15,12,2,0.5,4,2,25,8.4,144,144,-2.696,5.465,5452,7.895,181.092,2.769,,0,25.03,0,0.93,0,12.3,0,,13.4,24,
S23,28,766,10.4,11.29,36.3,11.24,7.4,10.4,86682,12953,5,1,21,18,0,1,0,0,65,8.5,95,88,8.373,-0.498,4486,6.796,203.509,7.875,0,0,19.55,7.76,5.64,0,2.12,0,,8.5,24,
S23,28,767,11.1,11.61,37.2,11.52,7.4,10.4,86682,12953,4,0.2,25,12,4,0,4,4,25,8.5,85,69,4.203,-0.834,4499,6.614,190.006,3.369,0,0,19.7,0.37,5.3,0,0,0,,6.2,24,
S23,28,768,12.1,12.63,37.1,11.49,9.4,11.2,105146,31474,4,1,26,15,0,1,0,0,75,10,26,23,4.588,-9.977,4665,16.071,191.798,-5.389,0,0,13.9,1.7,1.7,0,0,0,,1.9,24,
S23,28,769,11.3,11.79,36.4,11.27,9.4,11.2,105146,31474,4,1,22,15,3,1,4,3,70,10,272,272,4.073,-4.641,4525,16.071,204.972,-0.568,701,154.917,34.3,22.26,17.84,0,4.42,0,,24,24,36.24
S23,28,770,10.4,10.74,34.5,10.68,8.8,10.5,96217,31474,3,0.2,22,8,4,0,4,4,16,9.3,81,28,3.474,-0.562,4235,16.071,231.755,2.912,0,0,20.39,1.13,0,0,2.65,0,,2.7,24,
S23,28,771,11.3,11.25,39.2,12.14,9.3,11.1,102707,37972,4,0.5,21,15,4,0.5,4,4,42,9.8,27,18,0,7.301,7761,19.389,193.274,7.301,0,0,13.6,2.4,0,0,2.4,0,,1.6,24,
S23,28,772,12.7,13.46,44.6,13.81,9.2,11.1,102707,37972,4,1,27,12,4,1,3,4,1000,9.8,304,304,5.728,2.535,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24,24,29.86
S23,28,773,13.2,14.24,46.1,14.27,9.2,11,102707,37972,4,0.5,28,12,2,1,4,2,1500,9.8,331,331,7.007,0.224,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,25.78
S23,28,774,12.7,12.76,41.1,12.72,11.6,12.1,124313,37972,5,0.2,26,17,4,0,4,4,20,11.5,269,244,0.409,-0.283,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,19.2,24,
S23,28,776,11.5,11.39,39.8,12.32,13.1,13.5,144824,58045,6,2,27,22,1,2.5,2,2,60,13,276,264,-0.706,7.556,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,23,24,
S23,28,777,11.9,12.04,39.1,12.11,10.7,12.4,120919,58045,5,1,28,17,1,1,0,1,45,11.2,274,274,1.074,0.512,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,23,23,
S23,28,778,9,10.5,33.7,10.43,10.8,12.5,120919,58045,4,0.2,28,12,0,0,0,0,18,11.2,72,18,14.377,-0.642,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,2,24,
S23,28,779,17.3,17.09,58,17.96,14.8,14.8,166921,98810,3,0.5,29,10,9,0.5,9,9,35,14.5,147,137,-1.409,4.828,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,7.9,24,
S23,28,780,16.5,16.33,54.8,16.97,14.8,14.8,166921,98810,4,0.5,28,12,2,0.5,0,2,1000,14.5,395,395,-0.737,3.731,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,24,24,18.41
S23,28,781,16.4,16.24,53.2,16.47,14.8,14.8,166921,98810,5,1,30,18,2,1,2,2,2000,14.5,410,410,-0.971,1.396,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,782,16.4,15.96,53.3,16.5,14.7,14.8,15554.4,98809.1,4,1,29,15,3,1,3,3,2000,14.3,393,393,-2.527,3.291,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,24,24,17.34
S23,28,783,16.5,16.04,53,16.41,14.7,14.8,165554.4,98809.1,5,1,30,18,3,1,3,3,2000,14.3,412,412,-2.682,2.243,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,784,15.7,15.96,53.2,16.47,14.7,14.8,165554.4,98809.1,4,1,30,12,1,1,1,2,2000,14.3,377,377,1.518,3.109,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,24,24,20.82
S23,28,785,16.1,16.16,53.5,16.56,14.7,14.8,165554.4,98809.1,4,1,29,15,2,1,1,2,2000,14.3,402,402,0.483,2.433,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,25,25,18.1
S23,28,786,16.1,16.33,53.5,16.56,14.7,14.8,165554.4,98809.1,4,1,27,15,2,1,2,2,3000,14.3,386,386,1.509,1.389,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24,24,16.91
S23,28,788,16.3,16.96,55.8,17.28,14.7,14.8,165554.4,98809.1,4,1,27,15,2,1,2,2,1500,14.3,407,407,3.937,1.823,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,25,25,13.67
S23,28,789,16.4,16.48,54.1,16.75,14.7,14.8,165554.4,98809.1,5,1,27,18,5,1,4,5,3000,14.3,410,410,0.478,1.606,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,790,16.1,16.12,53.5,16.56,14.7,14.8,165554.4,98809.1,3,0.5,27,10,6,1,6,6,500,14.3,403,403,0,2.675,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,25,25,20.44
S23,28,791,15.6,15.71,52.6,16.28,14.7,14.8,165554.4,98809.1,4,0.5,27,15,14,0.5,13,14,1000,14.3,375,375,0.51,3.537,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,24,24,19.9
S23,28,792,14.6,15,51,15.79,14.7,14.8,165554.4,98809.1,5,1,27,20,14,1,14,14,500,14.3,350,350,2.641,4.997,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24,24,
S23,28,793,13.2,13.43,45.2,13.99,14.7,14.8,165554.4,98809.1,4,0.5,20,15,6,0,6,6,10,14.3,149,96,1.958,4.059,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,7.3,24,
S23,28,794,17.9,18.15,64.3,19.91,14.7,14.8,165554.4,98809.1,6,2,18,22,11,2,12,11,600,14.3,376,318,1.412,8.846,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,17.8,24,
S23,28,795,18.9,19.4,66.2,20.5,14.7,14.8,165554.4,98809.1,6,2.5,18,22,9,2.5,10,9,3500,14.3,472,472,2.537,5.343,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,796,19.3,20.04,68.4,21.18,14.8,14.8,165554.4,98809.1,6,2,18,22,12,2,12,12,2000,14.5,463,463,3.542,5.355,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24,24,
S23,28,797,19,20.04,68.6,21.24,14.8,14.8,165554.4,98809.1,7,2,18,28,9,2,10,9,1000,14.5,474,474,5.085,5.641,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,798,18.8,19.5,68.2,21.11,14.8,14.8,165554.4,98809.1,4,0.5,18,15,4,3,13,4,3500,14.5,451,451,3.353,7.644,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,PREDICT,HIDDEN,HIDDEN,HIDDEN,,24,24,-0.64
S23,28,799,19.2,19.96,68.1,21.08,14.8,14.8,165554.4,98809.1,5,1,18,18,7,3,12,7,3500,14.5,481,481,3.415,5.327,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,25,25,
S23,28,800,18,18.67,67,20.74,14.8,14.8,165554.4,98809.1,6,2,18,22,12,3.5,12,12,3500,14.5,431,431,3.418,10.008,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,HIDDEN,,24,24,
S23,28,801,18.9,19.4,68.2,21.11,14.8,14.8,165554.4,98809.1,7,2,21,30,8,3,13,13,3500,14.5,472,472,2.463,8.118,30539,50.455,173.811,10.581,2735,89.558,145.7,132.7,132.7,0,0,0,,25,25,
S23,28,802,17,17.76,66,20.43,14.8,14.8,165554.4,98809.1,6,2,21,25,12,4,12,12,3000,14.5,426,426,3.523,13.082,30144,50.455,173.832,16.605,3014,99.987,143.3,131,131,0,0,0,,25,25,
S23,28,803,18.8,19.13,66.8,20.68,14.8,14.8,165554.4,98809.1,7,2,21,30,8,3,9,8,3500,14.5,451,451,1.61,7.524,29507,50.455,174.111,9.134,2652,89.877,134.6,123.3,123.3,0,0,0,,24,24,
S23,28,804,15.2,15.12,57.3,17.74,14.8,14.8,165554.4,98809.1,7,3,26,30,12,4,13,12,2500,14.5,379,379,-0.225,14.764,20667,50.455,177.481,14.539,2554,123.579,103.8,91.7,91.7,0,0,0,,25,25,
S23,28,805,15.5,15.83,60.4,18.7,14.8,14.8,165554.4,98809.1,7,2,20,28,12,4,15,12,5000,14.5,371,371,2.005,15.327,24892,50.455,176.429,17.332,1978,79.463,116.6,105.4,105.4,0,0,0,,24,24,
S23,28,806,12.5,13.17,46.8,14.49,14.8,14.8,164227,98809.1,6,2,20,22,10,3,10,10,1500,14.5,301,301,4.314,9.124,11782,50.455,184.957,13.438,1701,144.373,64.1,52.3,52.3,0,0,0,,24,24,
S23,28,807,11.8,11.94,41.2,12.76,14.8,14.8,164227,98809.1,6,2,6,22,12,2,12,12,55,14.5,253,206,1.349,6.366,7488,50.455,232.753,7.715,0,0,46.7,35.4,14.3,0,0,16.2,,17.5,24,
S23,28,810,11.4,11.94,12.8,3.96,11.5,12.8,128644,60507,4,0.5,6,16,10,0.5,10,10,45,11.8,215,194,13.348,-201.312,7407,30.896,187.422,,1234,166.599,38.6,28.4,0,0,0,23.6,,17,24,
S23,28,811,11.8,12.22,42.1,13.03,11.5,12.8,128644,60507,5,0.5,9,17,10,0.5,10,10,23,11.8,56,53,3.406,6.23,7645,30.896,188.94,9.636,0,0,19.6,6.8,0,0,0,6.5,,4.5,24,
S23,28,814,15.2,16.54,50.3,15.57,12.7,12.7,137071,68817,4,1,23,16,10,1.5,10,10,42,12.7,281,246,8.721,-6.236,227259,35.14,11.354,2.485,2536,11.159,57.7,45.8,40.6,0,0,1.2,,16.2,24,
S23,28,815,12.9,13.54,47.1,14.58,12.2,12.8,137071,68817,4,0.2,18,16,12,0,0,12,16,12.4,272,225,4.705,7.125,8140,35.14,249.912,11.83,0,0,54.1,42.7,22.9,0,0,12.7,,17.5,24,
S23,28,817,11.2,11.6,36.3,11.24,12.1,12.2,125898,62147,6,1,18,23,1,1.5,2,1,25,12.15,109,56,3.559,-3.221,5366,31.734,186.359,0.338,1123,209.281,25.7,13.7,0,0,0,5,,5,24,
S23,28,819,11.2,11.42,39.1,12.11,11.5,11.6,121184,57462,5,1,25,18,8,1,6,8,40,11.2,164,142,1.949,5.684,92908,29.342,13.136,7.633,1209,13.013,31.7,19.5,15,0,0,0.5,,12.7,24,
S23,28,820,13.4,13.07,40.3,12.48,11.2,11.2,121184,57462,8,2,12,35,9,2,9,9,1200,10.9,302,302,-2.846,-4.737,7117,29.342,168.61,-7.583,0,0,39.5,27,27,0,0,0,,22.5,24,
S23,28,821,9.3,9.83,39.7,12.29,11.2,11.2,121184,57462,6,2,9,22,13,2,14,13,50,10.9,110,110,4.141,20.015,7801,29.342,170.556,24.156,0,0,29.2,15.7,15.7,0,0,0,,11.8,24,
S23,28,822,10.7,11.5,36.1,11.18,11.2,11.2,116795,57462,4,0.2,9,15,6,0,6,6,15.5,10.9,133,107,7.158,-2.899,6630,29.342,159.879,4.259,0,0,26.4,12.2,0.5,0,0,10.1,,10,24,
S23,28,825,14.3,15.27,48.9,15.14,12.9,12.9,139694,80481,6,1.5,12,22,10,1.5,10,10,2000,12.9,262,236,6.407,-0.885,12015,41.096,181.087,5.522,1692,140.824,53.3,40.1,35,0,0,0.9,,16.5,24,
S23,28,826,13.8,15.42,48.4,14.98,12.9,12.9,139694,80481,6,1.5,12,25,13,1,13,13,3500,12.9,332,332,10.572,-2.89,10639,41.096,186.029,7.682,1442,135.539,62.4,47.5,47.5,0,0,0,,24,24,
S23,28,827,14.5,14.71,48,14.86,12.9,12.9,139694,80481,5,1.5,12,20,14,2,11,14,3500,12.9,347,347,1.682,1.023,10426,41.096,182.437,2.705,1299,124.592,59.1,45.65,45.65,0,0,0,,24,24,
S23,28,828,14.3,14.74,47.8,14.8,12.9,12.9,139694,80481,5,1.5,12,18,14,1.5,14,14,3500,12.9,329,329,2.939,0.399,10445,41.096,179.408,3.338,1254,120.057,55.02,43.1,43.1,0,0,0,,23,23,
S23,28,829,13.3,14.42,49,15.17,12.9,12.9,139694,8048,5,1.5,12,20,14,2,14,14,3500,12.9,318,318,7.693,4.964,10795,4.11,176.779,12.657,1254,116.165,57.35,45.8,45.8,0,0,0,,24,24,
S23,28,830,13.7,14.44,48.1,14.89,12.9,12.9,139694,80481,5,1.5,12,20,14,1.5,14,14,3500,12.9,314,314,5.258,3.062,10551,41.096,181.314,8.32,1349,127.855,55.25,44,44,0,0,0,,23,23,
S23,28,831,14.3,15,49,15.17,12.9,12.9,139694,80481,4,1,16,15,14,2,14,14,3500,12.9,342,342,4.944,1.121,11767,41.096,183.068,6.065,1517,128.92,64.4,51.7,51.7,0,0,0,,24,24,20.43
S23,28,832,14.4,15.17,50.1,15.51,12.9,12.9,139986,80773,4,1,16,12,14,2,14,14,3500,12.9,331,331,5.049,2.166,11937,41.245,179.93,7.215,1559,130.602,60.2,49.4,49.4,0,0,0,,23,23,21.1
S23,28,833,15.2,15.83,51.8,16.04,12.9,12.9,139986,80773,6,1.5,17,22,0,2,14,0,2500,12.9,365,365,3.897,1.272,13190,41.245,179.745,5.169,1666,126.308,69.65,56.9,56.9,0,0,0,,24,24,
S23,28,834,14.8,15.65,51.6,15.98,12.9,12.9,139986,80773,5,1,17,20,14,0.5,12,14,1300,12.9,341,341,5.17,2.022,13072,41.245,180.272,7.192,1601,122.476,67.1,54.2,54.2,0,0,0,,23,23,
S23,28,835,15.5,15.92,52.1,16.13,12.9,12.9,139986,80773,6,1.5,18,22,2,1.5,2,2,1800,12.9,371,371,2.845,1.321,13503,41.245,177.43,4.166,1724,127.675,70.5,57.5,57.5,0,0,0,,24,24,
S23,28,836,15,15.54,51.9,16.07,12.7,13,138922,80781,5,1.5,17,20,14,1.5,14,14,2500,12.5,361,361,3.111,3.274,13523,41.249,178.708,6.385,1617,119.574,72,58,58,0,0,0,,24,24,
S23,28,837,15.3,16.22,51.9,16.07,12.7,13,138922,80781,4,1.5,17,15,12,1,14,12,2000,12.5,351,351,5.949,-0.927,13164,41.249,178.682,5.022,1493,113.415,67.3,54.1,54.1,0,0,0,,23,23,14.38
S23,28,838,15,15.78,50.5,15.63,12.7,13,138922,80781,5,1.5,18,20,14,1,14,14,2000,12.5,344,344,5.283,-0.953,12042,41.249,179.083,4.33,1476,122.571,64,49.6,49.6,0,0,0,,23,23,
S23,28,839,14.5,15.17,48.4,14.98,12.7,13,138922,80781,5,1,19,20,14,1.5,14,14,1000,12.5,349,349,4.171,-1.221,10674,41.249,182.101,2.95,1399,131.066,59.85,46.65,46.65,0,0,0,,24,24,
S23,28,840,14.1,14.66,47.5,14.71,12.7,13,138922,80781,4,0.1,22,12,14,0,14,14,24,12.5,177,103,3.727,0.326,10385,41.249,195.224,4.053,723,69.62,36.9,21.4,10.9,0,3.9,0,,7.3,24,
S23,28,841,12.3,12.61,40.2,12.45,12.7,13,138922,80781,5,1,24,20,14,1,14,14,1000,12.5,276,221,2.676,-1.326,104306,41.249,11.292,1.35,1010,9.683,41.1,27.4,3.6,0,17.6,0,,18,24,
S23,28,842,11.9,12.29,40,12.38,12.7,13,138922,80781,4,0.5,24,12,2,1,0,2,1500,12.5,285,285,3.367,0.743,6008,41.249,187.25,4.11,1056,175.766,40.1,27,27,0,0,0,,24,24,36.99
S23,28,843,11.6,12.08,40.1,12.42,12.7,13,138922,80781,4,0.5,24,12,2,0.5,8,2,1000,12.5,278,278,4.028,2.674,6100,41.249,187.158,6.702,1093,179.18,41.9,27.4,27.4,0,0,0,,24,24,37.99
S23,28,844,11,11.74,40.3,12.48,12.7,13,138922,80781,6,2,24,22,6,1,7,6,600,12.5,254,254,5.579,5.907,6254,41.249,187.358,11.486,1150,183.882,41.85,26.95,26.95,0,0,0,,23,23,
S23,28,845,10.9,12.13,42.6,13.19,12.7,13,138922,80781,5,1,24,20,2,1,4,2,1000,12.5,262,262,9.159,8.067,7953,41.249,187.56,17.226,1148,144.348,51.2,35.8,35.8,0,0,0,,24,24,
S23,28,846,11.4,12.3,41.9,12.97,12.7,13,138922,80781,4,0.5,24,12,0,0.5,4,0,1000,12.5,262,262,7.038,5.15,7160,41.249,190.066,12.188,1120,156.425,46,31.3,31.3,0,0,0,,23,23,36.86
S23,28,847,12.6,12.88,42.5,13.16,12.7,13,138922,80781,4,0.5,24,12,12,1,10,12,2000,12.5,303,303,1.9,2.151,7537,41.249,187.962,4.051,1351,179.249,49.5,34,34,0,0,0,,24,24,33.95
S23,28,847,12.7,12.74,41.9,12.97,12.5,12.9,136703,80781,4,0.5,24,12,10,0.5,12,10,3000,12.4,293,293,0,1.796,7181,41.249,173.768,1.796,1116,155.41,43.9,28.7,28.7,0,0,0,,23,23,34.5
S23,28,848,12.3,12.63,42.1,13.03,12.5,12.9,136703,80781,3,0.5,24,10,0,0.5,4,0,3500,12.4,294,294,2.877,3.138,7024,41.249,209.994,6.015,1118,159.169,51.4,35.4,35.4,0,0,0,,24,24,36.1
S23,28,849,12.3,12.54,42,13,12.5,12.9,136703,80781,4,0.5,24,12,0,0.5,2,0,3000,12.4,296,296,1.608,3.545,6976,41.249,186.353,5.153,1122,160.837,47,31.2,31.2,0,0,0,,24,24,35.53
S23,28,850,12.5,12.48,41.5,12.85,12.5,12.9,136703,80781,3,0.5,30,10,0,0.5,10,0,2500,12.4,288,288,-0.343,2.88,6686,41.249,188.584,2.537,1099,164.373,44.6,29,29,0,0,0,,23,23,37.8
S23,28,851,12.6,12.54,41.1,12.72,12.5,12.9,136703,80781,4,1,30,12,14,1.5,12,14,2500,12.4,302,302,-0.322,1.43,6668,41.249,188.087,1.108,1139,170.816,47.6,30.1,30.1,0,0,0,,24,24,36.74
S23,28,852,12.1,12.57,41.2,12.76,12.5,12.9,136703,80781,4,1,30,12,12,1,10,12,3000,12.4,279,279,3.41,1.49,6742,41.249,188.952,4.9,1139,168.941,45.8,29.3,29.3,0,0,0,,23,23,36.51
S23,28,853,12.4,12.5,41.1,12.72,12.5,12.9,136703,80781,5,1.5,30,21,9,1,10,9,3000,12.4,297,297,0.983,1.76,6699,41.249,187.217,2.743,1098,163.905,46.7,30.1,30.1,0,0,0,,24,24,
S23,28,854,12.4,12.48,41.3,12.79,12.5,12.9,136703,80781,4,0.5,30,12,14,1,10,14,3000,12.4,285,285,0.68,2.409,6751,41.249,188.056,3.089,1168,173.011,45.1,29.2,29.2,0,0,0,,23,23,36.84
S23,28,855,11.2,11.42,38,11.76,13,13,142249,80781,4,0.5,30,12,12,0.5,12,12,1000,12.7,268,268,2.125,2.95,5327,41.249,193.198,5.075,905,169.889,41.1,24.7,24.7,0,0,0,,24,24,42.32
S23,28,856,11.4,11.67,39.1,12.11,13,13,142249,80781,4,0.5,30,12,2,0.5,8,2,95,12.7,116,116,2.429,3.618,6454,41.249,180.766,6.047,2266,351.1,28.5,11.9,11.9,0,0,0,,10.2,24,
S23,28,857,18.1,18.94,52.6,16.28,13.2,13.2,144839,80781,3,0.5,30,10,7,0,7,7,20,12.9,429,428,4.944,-16.317,15769,41.249,274.622,-11.373,831,52.698,114.8,102.2,36.2,0,66,0,,23.6,24,5
S23,28,860,13.2,13.44,43.9,13.59,8.9,11.1,100934,36253,2,0.5,31,6,6,0,6,6,60,9.6,224,211,1.839,1.126,14514,18.512,104.64,2.965,1030,70.966,42.55,27.6,15.2,0,9.1,0,,16,24,
S23,28,861,12.6,13.13,41.8,12.94,8.9,11.1,100934,36253,2,0.2,31,6,12,0,12,12,300,9.6,302,302,4.188,-1.422,2555,18.512,495.76,2.766,1019,398.826,44.05,30.4,30.4,0,0,0,,24,24,34.93
S23,28,862,12.6,13,42,13,8.9,11.1,100934,36253,3,0.5,31,8,9,0.5,1,9,3000,9.6,302,302,3.207,0.023,6830,18.512,186.371,3.23,973,142.46,44.25,30.55,30.55,0,0,0,,24,24,34.72
