PK,SK,ship,day,date,stw_raw,stw_corrected,baseline_stw,speed_loss_pct,timestamp
SHIP#S11,DAY#139,S11,139,2020-05-19T00:00:00,17.75,17.17,15.34,11.91,1589817600
SHIP#S11,DAY#160,S11,160,2020-06-09T00:00:00,18.03,17.05,15.34,11.12,1591632000
SHIP#S11,DAY#168,S11,168,2020-06-17T00:00:00,19.88,18.88,15.34,23.03,1592323200
SHIP#S11,DAY#170,S11,170,2020-06-19T00:00:00,19.63,18.62,15.34,21.38,1592496000
SHIP#S11,DAY#173,S11,173,2020-06-22T00:00:00,17.96,16.96,15.34,10.52,1592755200
SHIP#S11,DAY#176,S11,176,2020-06-25T00:00:00,18.04,17.04,15.34,11.06,1593014400
SHIP#S11,DAY#191,S11,191,2020-07-10T00:00:00,11.13,10.54,15.34,-31.26,1594310400
SHIP#S11,DAY#198,S11,198,2020-07-17T00:00:00,12.5,11.96,15.34,-22.04,1594915200
SHIP#S11,DAY#203,S11,203,2020-07-22T00:00:00,17.5,16.8,15.34,9.52,1595347200
SHIP#S11,DAY#203,S11,203,2020-07-22T00:00:00,17.5,16.8,15.34,9.52,1595347200
SHIP#S11,DAY#206,S11,206,2020-07-25T00:00:00,17.3,16.61,15.34,8.27,1595606400
SHIP#S11,DAY#207,S11,207,2020-07-26T00:00:00,17.6,16.91,15.34,10.23,1595692800
SHIP#S11,DAY#208,S11,208,2020-07-27T00:00:00,17.9,17.21,15.34,12.18,1595779200
SHIP#S11,DAY#209,S11,209,2020-07-28T00:00:00,18.0,17.31,15.34,12.83,1595865600
SHIP#S11,DAY#211,S11,211,2020-07-30T00:00:00,18.1,17.41,15.34,13.48,1596038400
SHIP#S11,DAY#212,S11,212,2020-07-31T00:00:00,17.7,17.02,15.34,10.93,1596124800
SHIP#S11,DAY#214,S11,214,2020-08-02T00:00:00,17.9,17.2,15.34,12.13,1596297600
SHIP#S11,DAY#222,S11,222,2020-08-10T00:00:00,18.7,18.0,15.34,17.35,1596988800
SHIP#S11,DAY#226,S11,226,2020-08-14T00:00:00,12.7,11.99,15.34,-21.86,1597334400
SHIP#S11,DAY#227,S11,227,2020-08-15T00:00:00,12.9,12.11,15.34,-21.1,1597420800
SHIP#S11,DAY#231,S11,231,2020-08-19T00:00:00,19.6,18.94,15.34,23.46,1597766400
SHIP#S11,DAY#232,S11,232,2020-08-20T00:00:00,19.8,19.14,15.34,24.76,1597852800
SHIP#S11,DAY#233,S11,233,2020-08-21T00:00:00,18.6,17.95,15.34,16.99,1597939200
SHIP#S11,DAY#236,S11,236,2020-08-24T00:00:00,12.2,11.66,15.34,-24.0,1598198400
SHIP#S11,DAY#245,S11,245,2020-09-02T00:00:00,19.3,18.63,15.34,21.45,1598976000
SHIP#S11,DAY#246,S11,246,2020-09-03T00:00:00,19.3,18.69,15.34,21.8,1599062400
SHIP#S11,DAY#255,S11,255,2020-09-12T00:00:00,17.9,16.92,15.34,10.27,1599840000
SHIP#S11,DAY#265,S11,265,2020-09-22T00:00:00,18.0,17.01,15.34,10.88,1600704000
SHIP#S11,DAY#266,S11,266,2020-09-23T00:00:00,18.3,17.31,15.34,12.83,1600790400
SHIP#S11,DAY#267,S11,267,2020-09-24T00:00:00,18.2,17.21,15.34,12.18,1600876800
SHIP#S11,DAY#268,S11,268,2020-09-25T00:00:00,18.4,17.42,15.34,13.53,1600963200
SHIP#S11,DAY#269,S11,269,2020-09-26T00:00:00,17.9,16.92,15.34,10.27,1601049600
SHIP#S11,DAY#271,S11,271,2020-09-28T00:00:00,17.7,16.72,15.34,8.97,1601222400
SHIP#S11,DAY#275,S11,275,2020-10-02T00:00:00,12.3,11.3,15.34,-26.38,1601568000
SHIP#S11,DAY#276,S11,276,2020-10-03T00:00:00,10.0,9.0,15.34,-41.37,1601654400
SHIP#S11,DAY#278,S11,278,2020-10-05T00:00:00,5.5,4.48,15.34,-70.8,1601827200
SHIP#S11,DAY#319,S11,319,2020-11-15T00:00:00,19.0,18.29,15.34,19.2,1605369600
SHIP#S11,DAY#323,S11,323,2020-11-19T00:00:00,19.3,18.6,15.34,21.21,1605715200
SHIP#S11,DAY#325,S11,325,2020-11-21T00:00:00,14.6,13.89,15.34,-9.43,1605888000
SHIP#S11,DAY#326,S11,326,2020-11-22T00:00:00,12.5,11.79,15.34,-23.12,1605974400
SHIP#S11,DAY#327,S11,327,2020-11-23T00:00:00,11.7,10.99,15.34,-28.33,1606060800
SHIP#S11,DAY#337,S11,337,2020-12-03T00:00:00,11.5,10.87,15.34,-29.15,1606924800
SHIP#S11,DAY#354,S11,354,2020-12-20T00:00:00,16.1,15.07,15.34,-1.8,1608393600
SHIP#S11,DAY#355,S11,355,2020-12-21T00:00:00,16.2,15.16,15.34,-1.15,1608480000
SHIP#S11,DAY#356,S11,356,2020-12-22T00:00:00,16.4,15.36,15.34,0.15,1608566400
SHIP#S11,DAY#357,S11,357,2020-12-23T00:00:00,16.5,15.46,15.34,0.81,1608652800
SHIP#S11,DAY#358,S11,358,2020-12-24T00:00:00,16.2,15.17,15.34,-1.1,1608739200
SHIP#S11,DAY#359,S11,359,2020-12-25T00:00:00,15.8,14.77,15.34,-3.71,1608825600
SHIP#S11,DAY#365,S11,365,2020-12-31T00:00:00,14.4,13.37,15.34,-12.83,1609344000
SHIP#S11,DAY#366,S11,366,2021-01-01T00:00:00,15.08,14.05,15.34,-8.4,1609430400
SHIP#S11,DAY#369,S11,369,2021-01-04T00:00:00,12.32,12.74,15.34,-16.94,1609689600
SHIP#S11,DAY#370,S11,370,2021-01-05T00:00:00,11.37,11.82,15.34,-22.97,1609776000
SHIP#S11,DAY#371,S11,371,2021-01-06T00:00:00,11.5,11.95,15.34,-22.12,1609862400
SHIP#S11,DAY#380,S11,380,2021-01-15T00:00:00,2.7,2.84,15.34,-81.49,1610640000
SHIP#S11,DAY#387,S11,387,2021-01-22T00:00:00,5.6,6.04,15.34,-60.65,1611244800
SHIP#S11,DAY#388,S11,388,2021-01-23T00:00:00,0.2,0.54,15.34,-96.5,1611331200
SHIP#S11,DAY#389,S11,389,2021-01-24T00:00:00,0.96,1.8,15.34,-88.28,1611417600
SHIP#S11,DAY#415,S11,415,2021-02-19T00:00:00,14.4,13.86,15.34,-9.64,1613664000
SHIP#S11,DAY#427,S11,427,2021-03-03T00:00:00,19.13,19.94,15.34,29.98,1614700800
SHIP#S11,DAY#430,S11,430,2021-03-06T00:00:00,18.75,19.46,15.34,26.83,1614960000
SHIP#S11,DAY#433,S11,433,2021-03-09T00:00:00,18.54,18.35,15.34,19.6,1615219200
SHIP#S11,DAY#435,S11,435,2021-03-11T00:00:00,18.58,19.0,15.34,23.83,1615392000
SHIP#S11,DAY#438,S11,438,2021-03-14T00:00:00,18.48,19.06,15.34,24.26,1615651200
SHIP#S11,DAY#439,S11,439,2021-03-15T00:00:00,18.25,18.72,15.34,21.99,1615737600
SHIP#S11,DAY#440,S11,440,2021-03-16T00:00:00,16.13,16.31,15.34,6.31,1615824000
SHIP#S11,DAY#443,S11,443,2021-03-19T00:00:00,18.79,18.94,15.34,23.44,1616083200
SHIP#S11,DAY#444,S11,444,2021-03-20T00:00:00,17.08,17.33,15.34,12.95,1616169600
SHIP#S11,DAY#445,S11,445,2021-03-21T00:00:00,17.54,17.79,15.34,15.95,1616256000
SHIP#S11,DAY#463,S11,463,2021-04-08T00:00:00,18.87,18.46,15.34,20.35,1617811200
SHIP#S11,DAY#466,S11,466,2021-04-11T00:00:00,15.79,15.52,15.34,1.14,1618070400
SHIP#S11,DAY#467,S11,467,2021-04-12T00:00:00,15.08,14.22,15.34,-7.33,1618156800
SHIP#S11,DAY#468,S11,468,2021-04-13T00:00:00,15.25,15.07,15.34,-1.75,1618243200
SHIP#S11,DAY#469,S11,469,2021-04-14T00:00:00,15.12,15.43,15.34,0.59,1618329600
SHIP#S11,DAY#470,S11,470,2021-04-15T00:00:00,15.08,15.19,15.34,-0.97,1618416000
SHIP#S11,DAY#471,S11,471,2021-04-16T00:00:00,15.12,15.23,15.34,-0.71,1618502400
SHIP#S11,DAY#472,S11,472,2021-04-17T00:00:00,15.42,15.91,15.34,3.69,1618588800
SHIP#S11,DAY#473,S11,473,2021-04-18T00:00:00,15.2,14.93,15.34,-2.7,1618675200
SHIP#S11,DAY#474,S11,474,2021-04-19T00:00:00,15.25,14.66,15.34,-4.43,1618761600
SHIP#S11,DAY#476,S11,476,2021-04-21T00:00:00,14.92,15.38,15.34,0.27,1618934400
SHIP#S11,DAY#477,S11,477,2021-04-22T00:00:00,15.04,14.77,15.34,-3.74,1619020800
SHIP#S11,DAY#481,S11,481,2021-04-26T00:00:00,13.63,13.99,15.34,-8.79,1619366400
SHIP#S11,DAY#485,S11,485,2021-04-30T00:00:00,11.76,12.2,15.34,-20.48,1619712000
SHIP#S11,DAY#490,S11,490,2021-05-05T00:00:00,11.04,10.73,15.34,-30.06,1620144000
SHIP#S11,DAY#493,S11,493,2021-05-08T00:00:00,11.13,11.52,15.34,-24.91,1620403200
SHIP#S11,DAY#494,S11,494,2021-05-09T00:00:00,12.12,12.38,15.34,-19.27,1620489600
SHIP#S11,DAY#496,S11,496,2021-05-11T00:00:00,11.79,12.15,15.34,-20.77,1620662400
SHIP#S11,DAY#522,S11,522,2021-06-06T00:00:00,11.88,12.12,15.34,-21.02,1622908800
SHIP#S11,DAY#539,S11,539,2021-06-23T00:00:00,18.96,19.07,15.34,24.29,1624377600
SHIP#S11,DAY#541,S11,541,2021-06-25T00:00:00,18.39,18.7,15.34,21.88,1624550400
SHIP#S11,DAY#544,S11,544,2021-06-28T00:00:00,19.7,19.73,15.34,28.62,1624809600
SHIP#S11,DAY#547,S11,547,2021-07-01T00:00:00,18.71,19.14,15.34,24.79,1625068800
SHIP#S11,DAY#556,S11,556,2021-07-10T00:00:00,18.22,18.53,15.34,20.78,1625846400
SHIP#S11,DAY#559,S11,559,2021-07-13T00:00:00,12.22,12.8,15.34,-16.54,1626105600
SHIP#S11,DAY#560,S11,560,2021-07-14T00:00:00,14.46,14.99,15.34,-2.31,1626192000
SHIP#S11,DAY#565,S11,565,2021-07-19T00:00:00,18.25,19.21,15.34,25.2,1626624000
SHIP#S11,DAY#569,S11,569,2021-07-23T00:00:00,11.5,11.9,15.34,-22.42,1626969600
SHIP#S11,DAY#573,S11,573,2021-07-27T00:00:00,18.6,18.48,15.34,20.43,1627315200
SHIP#S11,DAY#577,S11,577,2021-07-31T00:00:00,11.91,11.92,15.34,-22.28,1627660800
SHIP#S11,DAY#585,S11,585,2021-08-08T00:00:00,13.58,13.88,15.34,-9.55,1628352000
SHIP#S11,DAY#593,S11,593,2021-08-16T00:00:00,14.71,14.81,15.34,-3.49,1629043200
SHIP#S11,DAY#594,S11,594,2021-08-17T00:00:00,14.56,14.35,15.34,-6.49,1629129600
SHIP#S11,DAY#595,S11,595,2021-08-18T00:00:00,14.33,14.69,15.34,-4.25,1629216000
SHIP#S11,DAY#598,S11,598,2021-08-21T00:00:00,12.38,12.64,15.34,-17.59,1629475200
SHIP#S11,DAY#599,S11,599,2021-08-22T00:00:00,11.88,11.77,15.34,-23.3,1629561600
SHIP#S11,DAY#600,S11,600,2021-08-23T00:00:00,11.67,11.94,15.34,-22.15,1629648000
SHIP#S11,DAY#601,S11,601,2021-08-24T00:00:00,11.92,11.81,15.34,-23.03,1629734400
SHIP#S11,DAY#602,S11,602,2021-08-25T00:00:00,12.17,12.53,15.34,-18.31,1629820800
SHIP#S11,DAY#603,S11,603,2021-08-26T00:00:00,12.25,12.62,15.34,-17.72,1629907200
SHIP#S11,DAY#604,S11,604,2021-08-27T00:00:00,11.79,11.58,15.34,-24.53,1629993600
SHIP#S11,DAY#605,S11,605,2021-08-28T00:00:00,11.88,11.76,15.34,-23.33,1630080000
SHIP#S11,DAY#606,S11,606,2021-08-29T00:00:00,11.83,12.1,15.34,-21.11,1630166400
SHIP#S11,DAY#607,S11,607,2021-08-30T00:00:00,12.0,12.07,15.34,-21.31,1630252800
SHIP#S11,DAY#608,S11,608,2021-08-31T00:00:00,12.13,12.6,15.34,-17.85,1630339200
SHIP#S11,DAY#610,S11,610,2021-09-02T00:00:00,11.83,11.09,15.34,-27.7,1630512000
SHIP#S11,DAY#612,S11,612,2021-09-04T00:00:00,11.92,11.85,15.34,-22.74,1630684800
SHIP#S11,DAY#613,S11,613,2021-09-05T00:00:00,11.88,12.04,15.34,-21.5,1630771200
SHIP#S11,DAY#632,S11,632,2021-09-24T00:00:00,10.29,10.49,15.34,-31.59,1632412800
SHIP#S11,DAY#660,S11,660,2021-10-22T00:00:00,15.52,16.04,15.34,4.59,1634832000
SHIP#S11,DAY#667,S11,667,2021-10-29T00:00:00,17.04,17.35,15.34,13.06,1635436800
SHIP#S11,DAY#668,S11,668,2021-10-30T00:00:00,17.78,18.04,15.34,17.59,1635523200
SHIP#S11,DAY#669,S11,669,2021-10-31T00:00:00,17.75,17.93,15.34,16.88,1635609600
SHIP#S11,DAY#671,S11,671,2021-11-02T00:00:00,17.67,18.29,15.34,19.19,1635782400
SHIP#S11,DAY#672,S11,672,2021-11-03T00:00:00,18.17,18.1,15.34,17.95,1635868800
SHIP#S11,DAY#673,S11,673,2021-11-04T00:00:00,18.38,18.33,15.34,19.48,1635955200
SHIP#S11,DAY#674,S11,674,2021-11-05T00:00:00,18.57,18.48,15.34,20.43,1636041600
SHIP#S11,DAY#675,S11,675,2021-11-06T00:00:00,18.33,18.25,15.34,18.96,1636128000
SHIP#S11,DAY#680,S11,680,2021-11-11T00:00:00,16.39,16.01,15.34,4.35,1636560000
SHIP#S11,DAY#682,S11,682,2021-11-13T00:00:00,16.78,16.96,15.34,10.58,1636732800
SHIP#S11,DAY#683,S11,683,2021-11-14T00:00:00,16.96,17.33,15.34,12.96,1636819200
SHIP#S11,DAY#686,S11,686,2021-11-17T00:00:00,17.0,16.88,15.34,10.02,1637078400
SHIP#S11,DAY#688,S11,688,2021-11-19T00:00:00,15.65,15.66,15.34,2.07,1637251200
SHIP#S11,DAY#689,S11,689,2021-11-20T00:00:00,15.21,14.95,15.34,-2.56,1637337600
SHIP#S11,DAY#690,S11,690,2021-11-21T00:00:00,13.39,13.62,15.34,-11.19,1637424000
SHIP#S11,DAY#691,S11,691,2021-11-22T00:00:00,11.42,11.72,15.34,-23.58,1637510400
SHIP#S11,DAY#692,S11,692,2021-11-23T00:00:00,10.29,9.72,15.34,-36.64,1637596800
SHIP#S11,DAY#695,S11,695,2021-11-26T00:00:00,18.67,19.08,15.34,24.37,1637856000
SHIP#S11,DAY#710,S11,710,2021-12-11T00:00:00,16.38,16.3,15.34,6.22,1639152000
SHIP#S11,DAY#712,S11,712,2021-12-13T00:00:00,17.71,17.53,15.34,14.27,1639324800
SHIP#S11,DAY#714,S11,714,2021-12-15T00:00:00,15.96,15.38,15.34,0.22,1639497600
SHIP#S11,DAY#715,S11,715,2021-12-16T00:00:00,17.0,16.62,15.34,8.3,1639584000
SHIP#S11,DAY#716,S11,716,2021-12-17T00:00:00,16.52,16.47,15.34,7.36,1639670400
SHIP#S11,DAY#718,S11,718,2021-12-19T00:00:00,15.88,15.73,15.34,2.53,1639843200
SHIP#S11,DAY#725,S11,725,2021-12-26T00:00:00,18.28,17.42,15.34,13.53,1640448000
SHIP#S11,DAY#727,S11,727,2021-12-28T00:00:00,18.32,18.5,15.34,20.57,1640620800
SHIP#S11,DAY#730,S11,730,2021-12-31T00:00:00,17.24,17.35,15.34,13.07,1640880000
SHIP#S11,DAY#761,S11,761,2022-01-31T00:00:00,11.65,12.18,15.34,-20.61,1643558400
SHIP#S11,DAY#764,S11,764,2022-02-03T00:00:00,11.65,12.11,15.34,-21.07,1643817600
SHIP#S11,DAY#774,S11,774,2022-02-13T00:00:00,11.38,11.25,15.34,-26.64,1644681600
SHIP#S11,DAY#775,S11,775,2022-02-14T00:00:00,11.04,10.94,15.34,-28.66,1644768000
SHIP#S11,DAY#776,S11,776,2022-02-15T00:00:00,10.92,10.8,15.34,-29.6,1644854400
SHIP#S11,DAY#780,S11,780,2022-02-19T00:00:00,11.17,11.57,15.34,-24.59,1645200000
SHIP#S11,DAY#782,S11,782,2022-02-21T00:00:00,10.96,11.32,15.34,-26.22,1645372800
SHIP#S11,DAY#787,S11,787,2022-02-26T00:00:00,11.17,10.97,15.34,-28.5,1645804800
SHIP#S11,DAY#796,S11,796,2022-03-07T00:00:00,10.88,10.58,15.34,-31.01,1646582400
SHIP#S11,DAY#799,S11,799,2022-03-10T00:00:00,11.25,10.44,15.34,-31.95,1646841600
SHIP#S11,DAY#800,S11,800,2022-03-11T00:00:00,11.17,11.44,15.34,-25.4,1646928000
SHIP#S11,DAY#801,S11,801,2022-03-12T00:00:00,11.04,11.31,15.34,-26.25,1647014400
SHIP#S11,DAY#802,S11,802,2022-03-13T00:00:00,11.25,10.92,15.34,-28.79,1647100800
SHIP#S11,DAY#803,S11,803,2022-03-14T00:00:00,11.29,10.96,15.34,-28.53,1647187200
SHIP#S11,DAY#804,S11,804,2022-03-15T00:00:00,11.46,11.13,15.34,-27.42,1647273600
SHIP#S11,DAY#805,S11,805,2022-03-16T00:00:00,9.92,9.59,15.34,-37.46,1647360000
SHIP#S11,DAY#809,S11,809,2022-03-20T00:00:00,11.08,10.73,15.34,-30.03,1647705600
SHIP#S11,DAY#810,S11,810,2022-03-21T00:00:00,11.33,11.47,15.34,-25.23,1647792000
SHIP#S11,DAY#811,S11,811,2022-03-22T00:00:00,10.42,10.04,15.34,-34.52,1647878400
SHIP#S11,DAY#814,S11,814,2022-03-25T00:00:00,12.13,11.97,15.34,-21.94,1648137600
SHIP#S11,DAY#815,S11,815,2022-03-26T00:00:00,11.96,12.84,15.34,-16.34,1648224000
SHIP#S11,DAY#816,S11,816,2022-03-27T00:00:00,11.71,12.53,15.34,-18.36,1648310400
SHIP#S11,DAY#817,S11,817,2022-03-28T00:00:00,11.83,12.17,15.34,-20.64,1648396800
SHIP#S11,DAY#818,S11,818,2022-03-29T00:00:00,12.29,12.89,15.34,-15.95,1648483200
SHIP#S11,DAY#856,S11,856,2022-05-06T00:00:00,12.13,12.31,15.34,-19.73,1651766400
SHIP#S11,DAY#857,S11,857,2022-05-07T00:00:00,11.64,11.59,15.34,-24.45,1651852800
SHIP#S11,DAY#860,S11,860,2022-05-10T00:00:00,13.27,13.03,15.34,-15.07,1652112000
SHIP#S11,DAY#861,S11,861,2022-05-11T00:00:00,11.91,11.71,15.34,-23.69,1652198400
SHIP#S11,DAY#864,S11,864,2022-05-14T00:00:00,17.96,17.2,15.34,12.15,1652457600
SHIP#S11,DAY#865,S11,865,2022-05-15T00:00:00,17.52,16.66,15.34,8.63,1652544000
SHIP#S11,DAY#866,S11,866,2022-05-16T00:00:00,17.54,16.59,15.34,8.16,1652630400
SHIP#S11,DAY#867,S11,867,2022-05-17T00:00:00,17.2,16.18,15.34,5.5,1652716800
SHIP#S11,DAY#868,S11,868,2022-05-18T00:00:00,17.71,16.45,15.34,7.23,1652803200
SHIP#S11,DAY#869,S11,869,2022-05-19T00:00:00,17.92,16.83,15.34,9.7,1652889600
SHIP#S11,DAY#870,S11,870,2022-05-20T00:00:00,17.54,16.52,15.34,7.72,1652976000
SHIP#S11,DAY#871,S11,871,2022-05-21T00:00:00,17.28,16.26,15.34,6.02,1653062400
SHIP#S11,DAY#872,S11,872,2022-05-22T00:00:00,16.96,15.94,15.34,3.94,1653148800
SHIP#S11,DAY#873,S11,873,2022-05-23T00:00:00,16.92,15.83,15.34,3.19,1653235200
SHIP#S11,DAY#874,S11,874,2022-05-24T00:00:00,16.46,15.51,15.34,1.12,1653321600
SHIP#S11,DAY#877,S11,877,2022-05-27T00:00:00,18.2,17.38,15.34,13.29,1653580800
SHIP#S11,DAY#878,S11,878,2022-05-28T00:00:00,18.32,17.57,15.34,14.56,1653667200
SHIP#S11,DAY#879,S11,879,2022-05-29T00:00:00,18.04,17.32,15.34,12.93,1653753600
SHIP#S11,DAY#880,S11,880,2022-05-30T00:00:00,17.6,16.82,15.34,9.67,1653840000
SHIP#S11,DAY#881,S11,881,2022-05-31T00:00:00,18.56,17.77,15.34,15.83,1653926400
SHIP#S11,DAY#882,S11,882,2022-06-01T00:00:00,18.25,17.59,15.34,14.66,1654012800
SHIP#S11,DAY#884,S11,884,2022-06-03T00:00:00,18.25,17.63,15.34,14.95,1654185600
SHIP#S11,DAY#885,S11,885,2022-06-04T00:00:00,16.32,15.65,15.34,2.01,1654272000
SHIP#S11,DAY#890,S11,890,2022-06-09T00:00:00,16.35,15.74,15.34,2.6,1654704000
SHIP#S11,DAY#897,S11,897,2022-06-16T00:00:00,14.08,13.68,15.34,-10.81,1655308800
SHIP#S11,DAY#903,S11,903,2022-06-22T00:00:00,15.91,15.41,15.34,0.46,1655827200
SHIP#S11,DAY#905,S11,905,2022-06-24T00:00:00,14.58,14.19,15.34,-7.5,1656000000
SHIP#S11,DAY#906,S11,906,2022-06-25T00:00:00,14.78,14.28,15.34,-6.95,1656086400
SHIP#S11,DAY#910,S11,910,2022-06-29T00:00:00,15.78,15.28,15.34,-0.38,1656432000
SHIP#S11,DAY#912,S11,912,2022-07-01T00:00:00,14.83,14.33,15.34,-6.58,1656604800
SHIP#S11,DAY#913,S11,913,2022-07-02T00:00:00,14.7,14.1,15.34,-8.11,1656691200
SHIP#S11,DAY#915,S11,915,2022-07-04T00:00:00,14.33,13.85,15.34,-9.74,1656864000
SHIP#S11,DAY#918,S11,918,2022-07-07T00:00:00,13.25,12.5,15.34,-18.49,1657123200
SHIP#S11,DAY#920,S11,920,2022-07-09T00:00:00,12.61,11.92,15.34,-22.3,1657296000
SHIP#S11,DAY#921,S11,921,2022-07-10T00:00:00,14.54,13.84,15.34,-9.77,1657382400
SHIP#S11,DAY#925,S11,925,2022-07-14T00:00:00,12.67,12.06,15.34,-21.39,1657728000
SHIP#S11,DAY#927,S11,927,2022-07-16T00:00:00,13.0,12.4,15.34,-19.19,1657900800
SHIP#S11,DAY#932,S11,932,2022-07-21T00:00:00,11.13,10.33,15.34,-32.68,1658332800
SHIP#S11,DAY#933,S11,933,2022-07-22T00:00:00,12.76,11.95,15.34,-22.1,1658419200
SHIP#S11,DAY#939,S11,939,2022-07-28T00:00:00,12.5,11.88,15.34,-22.55,1658937600
SHIP#S11,DAY#956,S11,956,2022-08-14T00:00:00,18.38,17.19,15.34,12.07,1660406400
SHIP#S11,DAY#960,S11,960,2022-08-18T00:00:00,18.67,17.57,15.34,14.54,1660752000
SHIP#S11,DAY#964,S11,964,2022-08-22T00:00:00,18.5,17.38,15.34,13.31,1661097600
SHIP#S11,DAY#965,S11,965,2022-08-23T00:00:00,18.08,16.96,15.34,10.57,1661184000
SHIP#S11,DAY#969,S11,969,2022-08-27T00:00:00,18.0,16.92,15.34,10.32,1661529600
SHIP#S11,DAY#970,S11,970,2022-08-28T00:00:00,17.83,16.81,15.34,9.61,1661616000
SHIP#S11,DAY#971,S11,971,2022-08-29T00:00:00,18.44,17.46,15.34,13.84,1661702400
SHIP#S11,DAY#972,S11,972,2022-08-30T00:00:00,18.67,17.77,15.34,15.83,1661788800
SHIP#S11,DAY#974,S11,974,2022-09-01T00:00:00,18.28,17.36,15.34,13.13,1661961600
SHIP#S11,DAY#976,S11,976,2022-09-03T00:00:00,19.21,18.28,15.34,19.16,1662134400
SHIP#S11,DAY#982,S11,982,2022-09-09T00:00:00,13.13,12.29,15.34,-19.91,1662652800
SHIP#S11,DAY#1000,S11,1000,2022-09-27T00:00:00,15.44,16.35,15.34,6.56,1664208000
SHIP#S11,DAY#1001,S11,1001,2022-09-28T00:00:00,15.38,14.98,15.34,-2.37,1664294400
SHIP#S11,DAY#1002,S11,1002,2022-09-29T00:00:00,16.57,16.31,15.34,6.33,1664380800
SHIP#S11,DAY#1003,S11,1003,2022-09-30T00:00:00,15.25,14.99,15.34,-2.27,1664467200
SHIP#S11,DAY#1006,S11,1006,2022-10-03T00:00:00,15.04,15.53,15.34,1.25,1664726400
SHIP#S11,DAY#1009,S11,1009,2022-10-06T00:00:00,15.0,15.36,15.34,0.11,1664985600
SHIP#S11,DAY#1011,S11,1011,2022-10-08T00:00:00,15.04,15.39,15.34,0.32,1665158400
SHIP#S11,DAY#1013,S11,1013,2022-10-10T00:00:00,15.83,15.66,15.34,2.06,1665331200
SHIP#S11,DAY#1017,S11,1017,2022-10-14T00:00:00,12.74,12.21,15.34,-20.39,1665676800
SHIP#S11,DAY#1020,S11,1020,2022-10-17T00:00:00,13.04,13.56,15.34,-11.63,1665936000
SHIP#S11,DAY#1024,S11,1024,2022-10-21T00:00:00,13.54,13.12,15.34,-14.5,1666281600
SHIP#S11,DAY#1025,S11,1025,2022-10-22T00:00:00,13.5,12.88,15.34,-16.04,1666368000
SHIP#S11,DAY#1026,S11,1026,2022-10-23T00:00:00,13.17,12.84,15.34,-16.3,1666454400
SHIP#S11,DAY#1027,S11,1027,2022-10-24T00:00:00,13.63,13.69,15.34,-10.8,1666540800
SHIP#S11,DAY#1028,S11,1028,2022-10-25T00:00:00,13.71,13.17,15.34,-14.14,1666627200
SHIP#S11,DAY#1029,S11,1029,2022-10-26T00:00:00,13.92,14.25,15.34,-7.11,1666713600
SHIP#S11,DAY#1030,S11,1030,2022-10-27T00:00:00,15.3,15.12,15.34,-1.43,1666800000
SHIP#S11,DAY#1033,S11,1033,2022-10-30T00:00:00,11.79,12.05,15.34,-21.42,1667059200
SHIP#S11,DAY#1034,S11,1034,2022-10-31T00:00:00,11.63,12.01,15.34,-21.75,1667145600
SHIP#S11,DAY#1035,S11,1035,2022-11-01T00:00:00,11.46,11.26,15.34,-26.62,1667232000
SHIP#S11,DAY#1046,S11,1046,2022-11-12T00:00:00,11.08,10.67,15.34,-30.43,1668182400
SHIP#S11,DAY#1049,S11,1049,2022-11-15T00:00:00,14.52,13.73,15.34,-10.52,1668441600
SHIP#S11,DAY#1052,S11,1052,2022-11-18T00:00:00,17.04,17.09,15.34,11.42,1668700800
SHIP#S11,DAY#1054,S11,1054,2022-11-20T00:00:00,17.12,16.68,15.34,8.75,1668873600
SHIP#S11,DAY#1055,S11,1055,2022-11-21T00:00:00,17.13,16.23,15.34,5.78,1668960000
SHIP#S11,DAY#1056,S11,1056,2022-11-22T00:00:00,17.44,16.5,15.34,7.54,1669046400
SHIP#S11,DAY#1057,S11,1057,2022-11-23T00:00:00,17.5,16.86,15.34,9.89,1669132800
SHIP#S11,DAY#1058,S11,1058,2022-11-24T00:00:00,17.56,17.65,15.34,15.04,1669219200
SHIP#S11,DAY#1059,S11,1059,2022-11-25T00:00:00,17.58,17.36,15.34,13.19,1669305600
SHIP#S11,DAY#1060,S11,1060,2022-11-26T00:00:00,17.6,17.2,15.34,12.12,1669392000
SHIP#S11,DAY#1065,S11,1065,2022-12-01T00:00:00,20.58,20.76,15.34,35.32,1669824000
SHIP#S11,DAY#1068,S11,1068,2022-12-04T00:00:00,20.36,20.06,15.34,30.74,1670083200
SHIP#S11,DAY#1072,S11,1072,2022-12-08T00:00:00,15.52,15.39,15.34,0.3,1670428800
SHIP#S11,DAY#1073,S11,1073,2022-12-09T00:00:00,17.08,17.06,15.34,11.2,1670515200
SHIP#S11,DAY#1075,S11,1075,2022-12-11T00:00:00,13.08,12.86,15.34,-16.17,1670688000
SHIP#S11,DAY#1093,S11,1093,2022-12-29T00:00:00,18.21,18.94,15.34,23.48,1672243200
SHIP#S11,DAY#1093,S11,1093,2022-12-29T00:00:00,18.7,18.4,15.34,19.95,1672243200
SHIP#S11,DAY#1094,S11,1094,2022-12-30T00:00:00,18.71,19.26,15.34,25.55,1672329600
SHIP#S11,DAY#1096,S11,1096,2023-01-01T00:00:00,18.13,18.57,15.34,21.08,1672502400
