ship,noon_day,voyage,rpm,stw,daily_foc_vlsfo,expected_foc,speed_loss_pct,fuel_type,hours_full_speed,wind_scale,cargo_on_board,load_condition,maintenance_cycle
S5,43.0,29.0,66.1,20.0,117.12,20.2,0.99,VLSFO,25.0,2.0,94314.0,laden,0
S5,44.0,29.0,66.3,19.54,115.8,20.2,3.27,VLSFO,24.0,3.0,94314.0,laden,0
S5,45.0,29.0,66.5,19.68,117.12,20.2,2.57,VLSFO,25.0,3.0,94314.0,laden,0
S5,46.0,29.0,66.3,19.5,115.3,20.2,3.47,VLSFO,24.0,4.0,94314.0,laden,0
S5,47.0,29.0,66.6,20.04,116.54,20.2,0.79,VLSFO,25.0,4.0,94314.0,laden,0
S5,52.0,29.0,65.4,19.36,113.47,19.36,0.0,VLSFO,25.0,3.0,94314.0,laden,0
S5,53.0,29.0,59.3,17.12,84.5,17.78,3.71,VLSFO,24.0,3.0,94314.0,laden,0
S5,54.0,29.0,55.3,16.08,65.6,16.35,1.65,VLSFO,24.0,4.0,94314.0,laden,0
S5,55.0,29.0,56.0,15.84,69.79,16.35,3.12,VLSFO,25.0,4.0,94314.0,laden,0
S5,56.0,29.0,69.8,19.96,140.93,20.92,4.59,VLSFO,25.0,3.0,94314.0,laden,0
S5,57.0,29.0,69.8,19.96,140.93,20.92,4.59,VLSFO,25.0,3.0,94314.0,laden,0
S5,58.0,29.0,68.4,19.12,135.07,20.2,5.35,VLSFO,25.0,3.0,94314.0,laden,0
S5,61.0,29.0,57.1,15.46,80.8,17.78,13.05,VLSFO,24.0,4.0,94314.0,laden,0
S5,64.0,29.0,48.2,12.04,54.72,14.92,19.3,VLSFO,25.0,4.0,94314.0,laden,0
S5,65.0,29.0,46.7,12.67,62.14,13.39,5.38,LSMGO,24.0,3.0,94314.0,laden,0
S5,71.0,29.0,39.1,9.17,34.52,11.92,23.07,LSMGO,24.0,3.0,57516.0,laden,0
S5,93.0,29.0,55.7,15.71,75.5,16.35,3.91,VLSFO,24.0,3.0,78456.0,laden,0
S5,94.0,29.0,57.1,16.87,76.17,17.78,5.12,VLSFO,23.0,3.0,78456.0,laden,0
S5,96.0,29.0,56.8,15.87,83.27,16.35,2.94,VLSFO,23.0,4.0,78456.0,laden,0
S5,97.0,29.0,58.9,16.83,86.0,17.78,5.34,VLSFO,24.0,4.0,78456.0,laden,0
S5,98.0,29.0,59.8,17.35,89.43,17.78,2.42,VLSFO,23.0,4.0,78456.0,laden,0
S5,102.0,29.0,61.0,18.29,90.7,18.54,1.35,VLSFO,24.0,4.0,78456.0,laden,0
S5,103.0,29.0,61.0,17.91,91.93,18.54,3.4,VLSFO,23.0,4.0,78456.0,laden,0
S5,104.0,29.0,60.9,17.33,95.2,18.54,6.53,VLSFO,24.0,4.0,78456.0,laden,0
S5,105.0,29.0,61.2,19.26,94.85,18.54,-3.88,VLSFO,23.0,3.0,78456.0,laden,0
S5,106.0,29.0,61.1,18.25,93.8,18.54,1.56,VLSFO,24.0,3.0,78456.0,laden,0
S5,107.0,29.0,61.1,17.87,93.5,18.54,3.61,VLSFO,24.0,2.0,78456.0,laden,0
S5,108.0,29.0,59.8,18.13,89.63,17.78,-1.97,VLSFO,23.0,4.0,78456.0,laden,0
S5,109.0,29.0,60.0,17.88,90.5,18.54,3.56,VLSFO,24.0,4.0,78456.0,laden,0
S5,110.0,29.0,54.8,16.04,70.23,16.35,1.9,VLSFO,23.0,3.0,78456.0,laden,0
S5,111.0,29.0,40.9,11.92,33.0,11.92,0.0,VLSFO,24.0,4.0,78456.0,laden,0
S5,112.0,29.0,26.5,7.52,21.91,12.25,38.61,VLSFO,23.0,3.0,78456.0,laden,0
S5,113.0,29.0,44.1,12.67,41.3,13.25,4.38,VLSFO,24.0,2.0,78456.0,laden,0
S5,116.0,29.0,67.5,20.2,128.53,20.2,0.0,VLSFO,22.5,2.0,56691.0,laden,0
S5,117.0,29.0,69.5,20.92,142.7,20.92,0.0,VLSFO,24.0,3.0,56691.0,laden,0
S5,118.0,29.0,66.6,20.17,124.5,20.2,0.15,VLSFO,24.0,3.0,56691.0,laden,0
S5,126.0,30.0,42.0,12.08,47.0,13.25,8.83,VLSFO,24.0,3.0,67633.0,laden,0
S5,128.0,30.0,27.2,12.25,26.4,12.25,0.0,VLSFO,25.0,2.0,67633.0,laden,0
S5,133.0,30.0,35.9,10.4,28.0,11.1,6.31,VLSFO,24.0,3.0,85942.0,laden,0
S5,136.0,30.0,67.9,19.72,127.68,20.2,2.38,VLSFO,25.0,4.0,96674.0,laden,0
S5,140.0,30.0,66.1,18.6,117.89,20.2,7.92,VLSFO,25.0,4.0,96674.0,laden,0
S5,142.0,30.0,66.6,19.0,123.36,20.2,5.94,VLSFO,25.0,3.0,96674.0,laden,0
S5,143.0,30.0,65.6,19.36,114.14,19.36,0.0,VLSFO,25.0,3.0,96674.0,laden,0
S5,148.0,30.0,57.0,16.8,74.11,17.78,5.51,VLSFO,25.0,2.0,96674.0,laden,0
S5,149.0,30.0,56.1,15.92,70.8,16.35,2.63,VLSFO,24.0,3.0,96674.0,laden,0
S5,151.0,30.0,55.9,15.42,71.9,16.35,5.69,VLSFO,24.0,3.0,96674.0,laden,0
S5,153.0,30.0,55.4,15.83,72.4,16.35,3.18,VLSFO,24.0,4.0,96674.0,laden,0
S5,154.0,30.0,56.0,15.76,72.96,16.35,3.61,VLSFO,25.0,2.0,96674.0,laden,0
S5,161.0,30.0,36.9,10.58,31.02,11.1,4.68,LSMGO,24.0,2.0,96674.0,laden,0
S5,167.0,30.0,40.3,10.0,34.2,11.92,16.11,LSMGO,24.0,2.0,56790.0,laden,0
S5,178.0,30.0,66.2,20.42,129.16,20.2,-1.09,LSMGO,24.0,4.0,50901.0,laden,0
S5,182.0,30.0,63.0,18.87,102.37,19.36,2.53,VLSFO,23.0,4.0,76995.0,laden,0
S5,184.0,30.0,62.8,18.83,101.32,18.54,-1.56,VLSFO,23.0,3.0,76995.0,laden,0
S5,185.0,30.0,62.7,18.54,103.4,18.54,0.0,VLSFO,24.0,3.0,76995.0,laden,0
S5,189.0,30.0,62.8,18.17,104.6,18.54,2.0,VLSFO,24.0,4.0,76995.0,laden,0
S5,190.0,30.0,62.7,18.46,102.8,18.54,0.43,VLSFO,24.0,3.0,76995.0,laden,0
S5,191.0,30.0,63.1,18.48,103.41,19.36,4.55,VLSFO,23.0,3.0,76995.0,laden,0
S5,195.0,30.0,58.0,16.91,81.29,17.78,4.89,VLSFO,23.0,3.0,76995.0,laden,0
S5,199.0,30.0,57.9,17.09,82.23,17.78,3.88,VLSFO,23.0,4.0,76995.0,laden,0
S5,204.0,30.0,40.0,10.54,30.9,11.92,11.58,VLSFO,24.0,3.0,76995.0,laden,0
S5,205.0,30.0,41.6,11.65,35.17,11.92,2.27,VLSFO,23.0,3.0,76995.0,laden,0
S5,224.0,31.0,25.0,7.25,16.8,12.25,40.82,VLSFO,23.0,3.0,89761.0,laden,0
S5,227.0,31.0,62.9,17.64,104.54,18.54,4.85,VLSFO,25.0,3.0,98344.0,laden,0
S5,230.0,31.0,63.0,17.33,104.1,19.36,10.49,VLSFO,24.0,4.0,98344.0,laden,0
S5,231.0,31.0,62.9,17.56,103.87,18.54,5.29,VLSFO,25.0,3.0,98344.0,laden,0
S5,234.0,31.0,62.9,17.38,102.4,18.54,6.26,VLSFO,24.0,4.0,98344.0,laden,0
S5,235.0,31.0,62.1,17.28,98.69,18.54,6.8,VLSFO,25.0,3.0,98344.0,laden,0
S5,240.0,31.0,61.1,17.0,94.37,18.54,8.31,VLSFO,25.0,3.0,98344.0,laden,0
S5,241.0,31.0,60.8,17.33,91.8,18.54,6.53,VLSFO,24.0,2.0,98344.0,laden,0
S5,243.0,31.0,60.9,17.17,94.7,18.54,7.39,VLSFO,24.0,4.0,98344.0,laden,0
S5,248.0,31.0,72.6,20.16,166.56,20.92,3.63,VLSFO,25.0,2.0,98344.0,laden,0
S5,250.0,31.0,28.2,9.59,21.3,12.25,21.71,VLSFO,24.0,2.0,98344.0,laden,0
S5,251.0,31.0,39.7,11.17,30.8,11.92,6.29,LSMGO,24.0,3.0,98344.0,laden,0
S5,252.0,31.0,36.8,10.08,27.3,11.1,9.19,LSMGO,24.0,4.0,98344.0,laden,0
S5,263.0,31.0,57.3,16.7,87.42,17.78,6.07,LSMGO,24.0,4.0,55866.0,laden,0
S5,277.0,31.0,22.5,6.4,14.02,12.25,47.76,LSMGO,24.0,4.0,47931.0,laden,0
S5,289.0,31.0,60.0,17.7,91.41,18.54,4.53,VLSFO,23.0,4.0,68785.0,laden,0
S5,291.0,31.0,60.6,17.4,96.63,18.54,6.15,VLSFO,23.0,3.0,68785.0,laden,0
S5,292.0,31.0,60.5,17.6,96.0,18.54,5.07,VLSFO,24.0,3.0,68785.0,laden,0
S5,293.0,31.0,58.9,17.5,87.97,17.78,1.57,VLSFO,23.0,2.0,68785.0,laden,0
S5,294.0,31.0,59.8,16.95,87.7,17.78,4.67,VLSFO,24.0,3.0,68785.0,laden,0
S5,297.0,31.0,65.0,19.0,111.55,19.36,1.86,VLSFO,23.0,4.0,68785.0,laden,0
S5,298.0,31.0,65.0,18.2,118.1,19.36,5.99,VLSFO,24.0,4.0,68785.0,laden,0
S5,299.0,31.0,65.0,18.8,116.24,19.36,2.89,VLSFO,23.0,2.0,68785.0,laden,0
S5,300.0,31.0,65.0,18.6,111.7,19.36,3.93,VLSFO,24.0,4.0,68785.0,laden,0
S5,302.0,31.0,65.0,18.96,114.1,19.36,2.07,VLSFO,24.0,2.0,68785.0,laden,0
S5,304.0,31.0,43.0,12.7,40.9,13.25,4.15,VLSFO,24.0,2.0,68785.0,laden,0
S5,305.0,31.0,37.7,10.9,27.03,11.1,1.8,VLSFO,23.0,4.0,68785.0,laden,0
S5,309.0,31.0,38.4,11.1,30.3,11.1,0.0,VLSFO,24.0,2.0,68785.0,laden,0
S5,328.0,32.0,47.6,13.6,48.1,13.39,-1.57,VLSFO,23.0,3.0,95025.0,laden,0
S5,331.0,32.0,62.7,17.5,101.86,18.54,5.61,VLSFO,25.0,4.0,96809.0,laden,0
S5,332.0,32.0,62.3,17.7,97.6,18.54,4.53,VLSFO,24.0,3.0,96809.0,laden,0
S5,333.0,32.0,61.7,17.64,93.02,18.54,4.85,VLSFO,25.0,2.0,96809.0,laden,0
S5,334.0,32.0,60.7,17.2,91.8,18.54,7.23,VLSFO,24.0,3.0,96809.0,laden,0
S5,335.0,32.0,61.4,17.4,92.93,18.54,6.15,VLSFO,25.0,2.0,96809.0,laden,0
S5,337.0,32.0,61.2,17.6,91.39,18.54,5.07,VLSFO,25.0,4.0,96809.0,laden,0
S5,338.0,32.0,59.0,17.1,82.0,17.78,3.82,VLSFO,24.0,4.0,96809.0,laden,0
S5,339.0,32.0,58.9,17.0,79.97,17.78,4.39,VLSFO,25.0,4.0,96809.0,laden,0
S5,340.0,32.0,58.3,16.75,78.6,17.78,5.79,VLSFO,24.0,2.0,96809.0,laden,0
S5,340.0,32.0,58.3,16.75,78.6,17.78,5.79,VLSFO,24.0,2.0,96809.0,laden,0
S5,345.0,32.0,65.2,18.4,117.12,19.36,4.96,VLSFO,25.0,4.0,98609.0,laden,0
S5,346.0,32.0,65.1,19.4,110.0,19.36,-0.21,VLSFO,24.0,2.0,98609.0,laden,0
S5,348.0,32.0,59.6,18.2,93.2,17.78,-2.36,VLSFO,24.0,4.0,98609.0,laden,0
S5,349.0,32.0,49.5,14.7,53.28,14.92,1.47,VLSFO,25.0,4.0,98609.0,laden,0
S5,350.0,32.0,43.2,10.95,43.1,13.25,17.36,VLSFO,24.0,3.0,98609.0,laden,0
S5,355.0,32.0,38.7,10.3,30.1,11.1,7.21,VLSFO,24.0,4.0,98609.0,laden,0
S5,360.0,32.0,38.7,10.2,32.4,11.1,8.11,LSMGO,24.0,4.0,98609.0,laden,0
S5,395.0,32.0,44.2,13.25,45.36,13.25,0.0,LSMGO,24.0,3.0,58518.0,laden,0
S5,403.0,32.0,64.5,18.79,113.5,19.36,2.94,VLSFO,24.0,4.0,86835.0,laden,0
S5,405.0,32.0,64.5,18.25,113.4,19.36,5.73,VLSFO,24.0,2.0,86730.0,laden,0
S5,406.0,32.0,63.8,18.7,106.64,19.36,3.41,VLSFO,23.0,3.0,86730.0,laden,0
S5,407.0,32.0,63.6,18.7,105.6,19.36,3.41,VLSFO,23.0,2.0,86730.0,laden,0
S5,408.0,32.0,62.5,18.33,100.4,18.54,1.13,VLSFO,24.0,3.0,86730.0,laden,0
S5,409.0,32.0,61.6,18.35,95.79,18.54,1.02,VLSFO,23.0,2.0,86730.0,laden,0
S5,410.0,32.0,59.5,17.79,85.6,17.78,-0.06,VLSFO,24.0,3.0,86730.0,laden,0
S5,413.0,32.0,62.8,18.26,100.59,18.54,1.51,VLSFO,23.0,3.0,86730.0,laden,0
S5,414.0,32.0,64.2,18.3,105.39,19.36,5.48,VLSFO,23.0,3.0,86730.0,laden,0
S5,415.0,32.0,64.1,18.5,106.1,19.36,4.44,VLSFO,24.0,3.0,86730.0,laden,0
S5,416.0,32.0,64.2,18.52,107.58,19.36,4.34,VLSFO,23.0,4.0,86730.0,laden,0
S5,418.0,32.0,64.3,18.33,107.1,19.36,5.32,VLSFO,24.0,3.0,86730.0,laden,0
S5,420.0,32.0,63.3,17.57,106.02,19.36,9.25,VLSFO,23.0,4.0,86730.0,laden,0
S5,422.0,32.0,49.0,13.42,57.5,14.92,10.05,VLSFO,24.0,3.0,86730.0,laden,0
S5,423.0,32.0,43.3,11.88,39.2,13.25,10.34,VLSFO,24.0,3.0,86730.0,laden,0
S5,427.0,32.0,56.7,16.0,81.7,16.35,2.14,VLSFO,24.0,4.0,63400.0,laden,0
S5,428.0,32.0,55.8,15.83,77.1,16.35,3.18,VLSFO,24.0,4.0,63400.0,laden,0
S5,432.0,33.0,41.6,12.15,33.99,11.92,-1.93,VLSFO,23.3,4.0,66425.0,laden,0
S5,436.0,33.0,51.4,15.08,54.91,15.33,1.63,VLSFO,25.0,3.0,88715.0,laden,0
S5,437.0,33.0,49.7,14.54,51.9,14.92,2.55,VLSFO,24.0,4.0,88715.0,laden,0
S5,441.0,33.0,39.9,11.46,34.1,11.92,3.86,VLSFO,24.0,1.0,88582.0,laden,0
S5,444.0,33.0,61.2,17.52,94.75,18.54,5.5,VLSFO,25.0,4.0,97181.0,laden,0
S5,445.0,33.0,61.1,17.17,93.3,18.54,7.39,VLSFO,24.0,4.0,97181.0,laden,0
S5,446.0,33.0,61.0,17.12,94.85,18.54,7.66,VLSFO,25.0,4.0,97181.0,laden,0
S5,447.0,33.0,47.0,13.08,50.6,13.39,2.32,VLSFO,24.0,3.0,97181.0,laden,0
S5,448.0,33.0,42.0,12.0,34.27,13.25,9.43,VLSFO,25.0,2.0,97181.0,laden,0
S5,449.0,33.0,41.0,11.83,32.7,11.92,0.76,VLSFO,24.0,2.0,97181.0,laden,0
S5,450.0,33.0,40.5,11.67,31.8,11.92,2.1,VLSFO,24.0,2.0,97181.0,laden,0
S5,451.0,33.0,41.0,11.83,33.7,11.92,0.76,VLSFO,24.0,3.0,97181.0,laden,0
S5,452.0,33.0,50.9,14.72,61.73,14.92,1.34,VLSFO,25.0,3.0,97181.0,laden,0
S5,453.0,33.0,58.0,16.83,81.2,17.78,5.34,VLSFO,24.0,4.0,97181.0,laden,0
S5,454.0,33.0,49.9,14.92,56.54,14.92,0.0,VLSFO,25.0,4.0,97181.0,laden,0
S5,455.0,33.0,40.6,11.79,32.6,11.92,1.09,VLSFO,24.0,3.0,97181.0,laden,0
S5,456.0,33.0,42.0,12.0,35.42,13.25,9.43,VLSFO,25.0,2.0,97181.0,laden,0
S5,464.0,33.0,40.2,11.92,29.76,11.92,0.0,VLSFO,25.0,4.0,97180.0,laden,0
S5,466.0,33.0,45.4,12.0,47.2,13.39,10.38,VLSFO,24.0,4.0,97180.0,laden,0
S5,467.0,33.0,39.4,11.12,28.8,11.92,6.71,VLSFO,25.0,3.0,97180.0,laden,0
S5,468.0,33.0,39.0,10.63,27.6,11.92,10.82,VLSFO,24.0,4.0,97180.0,laden,0
S5,469.0,33.0,38.9,10.33,28.5,11.1,6.94,VLSFO,24.0,3.0,97180.0,laden,0
S5,470.0,33.0,38.9,11.08,28.13,11.1,0.18,VLSFO,25.0,4.0,97180.0,laden,0
S5,471.0,33.0,39.0,11.13,28.4,11.92,6.63,VLSFO,24.0,4.0,97180.0,laden,0
S5,499.0,33.0,39.8,11.5,32.1,11.92,3.52,LSMGO,22.0,3.0,63048.0,laden,0
S5,519.0,33.0,60.1,17.67,87.7,18.54,4.69,VLSFO,24.0,4.0,92017.0,laden,0
S5,520.0,33.0,59.1,17.35,82.33,17.78,2.42,VLSFO,23.0,3.0,92017.0,laden,0
S5,522.0,33.0,59.1,17.39,82.64,17.78,2.19,VLSFO,23.0,4.0,92017.0,laden,0
S5,530.0,33.0,59.8,16.91,90.26,17.78,4.89,VLSFO,23.0,4.0,92017.0,laden,0
S5,531.0,33.0,60.2,17.29,91.6,18.54,6.74,VLSFO,24.0,3.0,92017.0,laden,0
S5,534.0,33.0,59.2,17.22,87.86,17.78,3.15,VLSFO,23.0,4.0,92017.0,laden,0
S5,535.0,33.0,59.1,17.21,86.0,17.78,3.21,VLSFO,24.0,4.0,92017.0,laden,0
S5,537.0,33.0,44.4,12.74,44.03,13.25,3.85,VLSFO,23.0,4.0,92017.0,laden,0
S5,538.0,33.0,46.1,13.33,45.1,13.39,0.45,VLSFO,24.0,3.0,92017.0,laden,0
S5,539.0,33.0,51.2,14.75,60.6,15.33,3.78,VLSFO,24.0,3.0,92017.0,laden,0
S5,553.0,34.0,41.2,12.0,33.5,11.92,-0.67,VLSFO,25.0,4.0,86149.0,laden,0
S5,555.0,34.0,40.3,11.25,32.9,11.92,5.62,VLSFO,24.0,4.0,10255.0,ballast,0
S5,559.0,34.0,54.0,15.52,72.1,16.35,5.08,VLSFO,23.0,4.0,84229.0,laden,0
S5,562.0,34.0,45.0,12.92,40.9,13.39,3.51,VLSFO,25.0,2.0,97782.0,laden,0
S5,563.0,34.0,44.9,12.54,41.3,13.25,5.36,VLSFO,24.0,4.0,97782.0,laden,0
S5,568.0,34.0,46.0,12.63,44.8,13.39,5.68,VLSFO,24.0,3.0,97782.0,laden,0
S5,572.0,34.0,47.0,12.56,47.62,13.39,6.2,VLSFO,25.0,4.0,97782.0,laden,0
S5,574.0,34.0,47.0,13.2,46.75,13.39,1.42,VLSFO,25.0,2.0,97782.0,laden,0
S5,575.0,34.0,45.9,13.0,43.6,13.39,2.91,VLSFO,24.0,4.0,97782.0,laden,0
S5,576.0,34.0,46.1,12.75,44.3,13.39,4.78,VLSFO,24.0,3.0,97782.0,laden,0
S5,581.0,34.0,39.9,11.04,30.1,11.92,7.38,VLSFO,24.0,4.0,97782.0,laden,0
S5,583.0,34.0,40.0,10.96,30.5,11.92,8.05,VLSFO,24.0,3.0,97782.0,laden,0
S5,584.0,34.0,40.0,11.5,28.6,11.92,3.52,VLSFO,24.0,4.0,97782.0,laden,0
S5,585.0,34.0,40.0,11.56,28.8,11.92,3.02,VLSFO,25.0,2.0,97782.0,laden,0
S5,586.0,34.0,40.0,11.25,30.1,11.92,5.62,VLSFO,24.0,3.0,97782.0,laden,0
S5,587.0,34.0,40.0,11.29,29.0,11.92,5.29,VLSFO,24.0,4.0,97782.0,laden,0
S5,588.0,34.0,40.0,11.17,28.4,11.92,6.29,VLSFO,24.0,4.0,97782.0,laden,0
S5,589.0,34.0,40.0,11.08,28.03,11.92,7.05,VLSFO,25.0,3.0,97782.0,laden,0
S5,590.0,34.0,40.0,11.17,28.2,11.92,6.29,VLSFO,24.0,4.0,97782.0,laden,0
S5,600.0,34.0,40.0,11.75,31.4,11.92,1.43,VLSFO,24.0,4.0,97782.0,laden,0
S5,601.0,34.0,40.0,11.16,32.64,11.92,6.38,VLSFO,25.0,4.0,97782.0,laden,0
S5,603.0,34.0,41.0,11.25,31.87,11.92,5.62,LSMGO,24.0,4.0,97782.0,laden,0
S5,604.0,34.0,37.9,10.58,29.21,11.1,4.68,LSMGO,24.0,4.0,97782.0,laden,0
S5,608.0,34.0,43.2,12.46,41.43,13.25,5.96,LSMGO,24.0,3.0,57858.0,laden,0
S5,609.0,34.0,47.6,13.88,55.66,13.39,-3.66,LSMGO,24.0,4.0,57858.0,laden,0
S5,646.0,34.0,61.6,18.44,84.52,18.54,0.54,VLSFO,23.0,2.0,67754.0,laden,0
S5,647.0,34.0,59.5,17.67,88.5,17.78,0.62,VLSFO,24.0,3.0,67754.0,laden,0
S5,647.0,34.0,59.6,17.78,89.63,17.78,0.0,VLSFO,23.0,4.0,67754.0,laden,0
S5,649.0,34.0,61.3,18.35,100.8,18.54,1.02,VLSFO,23.0,1.0,67754.0,laden,0
S5,651.0,34.0,62.2,18.52,100.28,18.54,0.11,VLSFO,23.0,1.0,67754.0,laden,0
S5,652.0,34.0,62.6,18.83,97.9,18.54,-1.56,VLSFO,24.0,2.0,67754.0,laden,0
S5,653.0,34.0,62.1,17.96,97.98,18.54,3.13,VLSFO,23.0,4.0,67754.0,laden,0
S5,655.0,34.0,63.4,18.61,100.28,19.36,3.87,VLSFO,23.0,4.0,67798.0,laden,0
S5,658.0,34.0,55.7,16.35,73.04,16.35,0.0,VLSFO,23.0,2.0,67798.0,laden,0
S5,660.0,34.0,55.4,15.65,71.17,16.35,4.28,VLSFO,23.0,4.0,67798.0,laden,0
S5,661.0,34.0,55.0,16.17,68.3,16.35,1.1,VLSFO,24.0,3.0,67798.0,laden,0
S5,664.0,34.0,56.3,16.26,75.23,16.35,0.55,VLSFO,23.0,4.0,67798.0,laden,0
S5,665.0,34.0,56.3,16.0,74.5,16.35,2.14,VLSFO,24.0,4.0,67798.0,laden,0
S5,666.0,34.0,56.9,16.5,80.2,16.35,-0.92,VLSFO,24.0,4.0,67798.0,laden,0
S5,667.0,34.0,55.3,16.17,71.69,16.35,1.1,VLSFO,23.0,4.0,67798.0,laden,0
S5,668.0,34.0,59.5,17.39,91.41,17.78,2.19,VLSFO,23.0,3.0,67798.0,laden,0
S5,669.0,34.0,52.4,15.33,63.2,15.33,0.0,VLSFO,24.0,2.0,67798.0,laden,0
S5,672.0,34.0,49.4,14.42,57.7,14.92,3.35,VLSFO,24.0,4.0,46575.0,laden,0
S5,674.0,34.0,51.5,14.5,61.5,15.33,5.41,VLSFO,24.0,3.0,46575.0,laden,0
S5,683.0,35.0,44.5,13.2,37.54,13.25,0.38,VLSFO,25.0,4.0,46760.0,laden,0
S5,690.0,35.0,60.8,16.96,96.19,18.54,8.52,VLSFO,25.0,4.0,79356.0,laden,0
S5,691.0,35.0,61.5,17.25,97.6,18.54,6.96,VLSFO,24.0,3.0,79356.0,laden,0
S5,692.0,35.0,60.5,17.6,88.32,18.54,5.07,VLSFO,25.0,3.0,79356.0,laden,0
S5,693.0,35.0,61.0,17.63,91.0,18.54,4.91,VLSFO,24.0,3.0,79356.0,laden,0
S5,694.0,35.0,60.9,17.84,93.6,18.54,3.78,VLSFO,25.0,3.0,79356.0,laden,0
S5,695.0,35.0,59.2,17.29,91.9,17.78,2.76,VLSFO,24.0,3.0,79356.0,laden,0
S5,696.0,35.0,58.6,17.4,89.76,17.78,2.14,VLSFO,25.0,3.0,79356.0,laden,0
S5,697.0,35.0,59.1,17.5,88.2,17.78,1.57,VLSFO,24.0,4.0,79356.0,laden,0
S5,699.0,35.0,57.2,16.5,81.3,17.78,7.2,VLSFO,24.0,4.0,79356.0,laden,0
S5,700.0,35.0,56.0,15.84,74.21,16.35,3.12,VLSFO,25.0,4.0,79356.0,laden,0
S5,703.0,35.0,67.0,20.08,122.1,20.2,0.59,VLSFO,24.0,4.0,79356.0,laden,0
S5,704.0,35.0,71.2,20.84,149.28,20.92,0.38,VLSFO,25.0,3.0,79356.0,laden,0
S5,705.0,35.0,70.0,20.83,140.3,20.92,0.43,VLSFO,24.0,3.0,79356.0,laden,0
S5,711.0,35.0,63.8,17.88,116.16,19.36,7.64,VLSFO,25.0,4.0,79356.0,laden,0
S5,718.0,35.0,29.2,8.79,14.55,12.25,28.24,LSMGO,24.0,4.0,48950.0,laden,0
S5,746.0,35.0,46.1,13.13,47.1,13.39,1.94,VLSFO,24.0,3.0,52141.0,laden,0
S5,747.0,35.0,46.1,13.09,46.64,13.39,2.24,VLSFO,23.0,2.0,52141.0,laden,0
S5,748.0,35.0,46.1,13.25,45.1,13.39,1.05,VLSFO,24.0,3.0,52141.0,laden,0
S5,749.0,35.0,46.1,13.25,43.8,13.39,1.05,VLSFO,24.0,4.0,52141.0,laden,0
S5,752.0,35.0,45.1,13.3,39.86,13.39,0.67,VLSFO,23.0,3.0,52141.0,laden,0
S5,753.0,35.0,45.0,13.21,40.3,13.39,1.34,VLSFO,24.0,2.0,52141.0,laden,0
S5,754.0,35.0,45.0,12.75,41.5,13.39,4.78,VLSFO,24.0,4.0,52141.0,laden,0
S5,756.0,35.0,45.0,12.67,38.2,13.39,5.38,VLSFO,24.0,4.0,52141.0,laden,0
S5,757.0,35.0,45.0,12.88,37.8,13.39,3.81,VLSFO,24.0,3.0,52141.0,laden,0
S5,762.0,35.0,46.0,13.0,42.26,13.39,2.91,VLSFO,23.0,4.0,52141.0,laden,0
S5,764.0,35.0,46.0,13.21,41.8,13.39,1.34,VLSFO,24.0,4.0,52141.0,laden,0
S5,767.0,35.0,46.0,12.79,42.1,13.39,4.48,VLSFO,24.0,4.0,52141.0,laden,0
S5,769.0,35.0,46.1,12.48,46.96,13.39,6.8,VLSFO,23.0,4.0,52141.0,laden,0
S5,770.0,35.0,45.1,12.63,42.7,13.39,5.68,VLSFO,24.0,3.0,52141.0,laden,0
S5,771.0,35.0,45.1,12.78,42.26,13.39,4.56,VLSFO,23.0,3.0,52141.0,laden,0
S5,772.0,35.0,45.0,12.63,42.5,13.39,5.68,VLSFO,24.0,4.0,52141.0,laden,0
S5,773.0,35.0,45.1,12.67,42.4,13.39,5.38,VLSFO,24.0,3.0,52141.0,laden,0
S5,774.0,35.0,45.1,13.09,41.74,13.39,2.24,VLSFO,23.0,3.0,52141.0,laden,0
S5,775.0,35.0,45.0,13.21,40.6,13.39,1.34,VLSFO,24.0,4.0,52141.0,laden,0
S5,776.0,35.0,45.1,13.17,40.6,13.39,1.64,VLSFO,24.0,3.0,52141.0,laden,0
S5,777.0,35.0,45.9,13.39,43.51,13.39,0.0,VLSFO,23.0,3.0,52141.0,laden,0
S5,778.0,35.0,46.1,13.63,43.7,13.39,-1.79,VLSFO,24.0,3.0,52141.0,laden,0
S5,779.0,35.0,46.2,13.39,43.93,13.39,0.0,VLSFO,23.0,4.0,52141.0,laden,0
S5,780.0,35.0,44.6,13.79,41.4,13.25,-4.08,VLSFO,24.0,2.0,52141.0,laden,0
S5,781.0,35.0,45.7,13.08,43.5,13.39,2.32,VLSFO,24.0,1.0,52141.0,laden,0
S5,791.0,35.0,37.3,10.25,26.0,11.1,7.66,VLSFO,24.0,4.0,0.0,ballast,0
S6,13.0,26.0,59.0,17.26,91.25,17.76,2.82,VLSFO,23.0,4.0,75784.0,laden,0
S6,14.0,26.0,61.6,18.8,95.8,18.65,-0.8,VLSFO,25.0,4.0,75784.0,laden,0
S6,16.0,26.0,40.1,12.3,31.32,12.61,2.46,VLSFO,24.0,4.0,75784.0,laden,0
S6,21.0,26.0,55.4,17.0,74.57,16.88,-0.71,VLSFO,24.0,4.0,59938.0,laden,0
S6,25.0,26.0,50.0,15.0,57.2,15.17,1.12,VLSFO,23.0,3.0,64844.0,laden,0
S6,29.0,26.0,39.1,11.43,31.39,12.61,9.36,VLSFO,23.0,4.0,94046.0,laden,0
